"Title_Number","Tenure","Property_Address","District","County","Region","Postcode","Multiple_Address_Indicator","Price_Paid","Proprietor_Name1","Company_Registration_No","Proprietorship_Category_1","CountryIncorporated1","Proprietor_1_Address_1","Proprietor_1_Address_2","Proprietor_1_Address_3","Proprietor_Name_2","Company_Registration_No_2","Proprietorship_Category_2","CountryIncorporated2","Proprietor_2_Address_1","Proprietor_2_Address_2","Proprietor_2_Address_3","Proprietor_Name_3","Company_Registration_No_3","Proprietorship_Category_3","CountryIncorporated3","Proprietor_3_Address_1","Proprietor_3_Address_2","Proprietor_3_Address_3","Proprietor_Name_4","Company_Registration_No_4","Proprietorship_Category_4","Country_Incorporated4","Proprietor_4_Address_1","Proprietor_4_Address_2","Proprietor_4_Address_3","Date_Proprietor_Added","Additional_Proprietor_Indicator","Latitude","Longitude"
"WM955687","Leasehold","land on the north west side of 564 Bordesley Green, Birmingham (B9 5PD)","BIRMINGHAM","WEST MIDLANDS","WEST MIDLANDS","B9 5PD","N",,"THE GOVERNOR AND COMPANY OF THE BANK OF IRELAND","FC007248","Unlimited Company","IRELAND","PO Box 27 One Temple Quay, Bristol BS99 7AX",,,,,,,,,,,,,,,,,,,,,,,,"04-09-2009","N","52.4792724","-1.8396253"
"WM960296","Freehold","Unit 5, Bromford Gate, Bromford Lane, Erdington, Birmingham","BIRMINGHAM","WEST MIDLANDS","WEST MIDLANDS",,"N",,"PROLOGIS UK CCLXVIII SARL",,"Corporate Body","LUXEMBOURG","ProLogis House, 1 Monkspath Hall Road, Solihull, W Midlands B90 4FY","34-38 Avenue De La Liberte, L-1930, Luxembourg",,,,,,,,,,,,,,,,,,,,,,,"21-12-2009","N","0","0"
"WM961661","Freehold","Unit DC2, ProLogis Park, Minworth, Sutton Coldfield","BIRMINGHAM","WEST MIDLANDS","WEST MIDLANDS",,"N",,"PROLOGIS UK CCLVI SARL",,"Corporate Body","LUXEMBOURG","34-38 Avenue de la Liberte, L-1930, Luxembourg",,,,,,,,,,,,,,,,,,,,,,,,"21-01-2010","N","0","0"
"WM984143","Leasehold","10 Bishopsgate Street, Birmingham (B15 1ET)","BIRMINGHAM","WEST MIDLANDS","WEST MIDLANDS","B15 1ET","N",,"BISHOPSGATE STUDENT RESIDENTIAL LIMITED","006519V","Limited Company or Public Limited Company","ISLE OF MAN","25, Athol Street, Douglas, Isle Of Man, IM1 1LB",,,,,,,,,,,,,,,,,,,,,,,,"14-04-2011","N","52.4729234311971","-1.91237153535884"
"WM990236","Leasehold","215 Metchley Lane, Birmingham (B17 0NH)","BIRMINGHAM","WEST MIDLANDS","WEST MIDLANDS","B17 0NH","N",,"METCHLEY HALL LIMITED",,"Limited Company or Public Limited Company","ISLE OF MAN","25 Athol Street, Douglas, Isle of Man, IM1 1LB",,,,,,,,,,,,,,,,,,,,,,,,"05-10-2011","N","52.4493627298871","-1.94580338933826"
"WM993772","Freehold","Apartments 1-6, 29 Bishops Close, Erdington, Birmingham (B23 7AY)","BIRMINGHAM","WEST MIDLANDS","WEST MIDLANDS","B23 7AY","N",,"ABACUS LAND 4 LTD",,"Limited Company or Public Limited Company","GUERNSEY","Third Floor, La Plaiderie Chambers, St Peter Port, Guernsey, GY1 1WG",,,,,,,,,,,,,,,,,,,,,,,,"26-05-2016","N","52.5151281264882","-1.86177313581402"
"WM545309","Freehold","26 Temple Avenue, Birmingham (B28 9LJ)","BIRMINGHAM","WEST MIDLANDS","WEST MIDLANDS","B28 9LJ","N","120000","STANDARD BANK OFFSHORE TRUST COMPANY JERSEY LIMITED",,"Limited Company or Public Limited Company","JERSEY","Standard Bank House, 47-49 La Motte Street, St Helier, Jersey, JE2 4SZ",,,"LUMBRO NOMINEES (JERSEY) LIMITED",,"Limited Company or Public Limited Company","JERSEY","Standard Bank House, 47-49 La Motte Street, St Helier, Jersey, JE2 4SZ",,,,,,,,,,,,,,,,,"19-09-2013","N","52.4249278993112","-1.83767176330312"
"WM550939","Freehold","Unit 1a, 1b and, 2 Dollman Street, Birmingham","BIRMINGHAM","WEST MIDLANDS","WEST MIDLANDS",,"N",,"SHELL TRUST (UK PROPERTY) LIMITED",,"Limited Company or Public Limited Company","BERMUDA","Third Floor One New Change, London EC4M 9AF","3rd Floor, Continental Building, 25 Church Street, Hamilton, HM12, Bermuda","Riverbank House, 2 Swan Lane, London EC4R 3TT",,,,,,,,,,,,,,,,,,,,,,"02-04-2007","N","0","0"
"WM558411","Leasehold","Car Parking Spaces, Emmanuel Court, Mill Street, Sutton Coldfield","BIRMINGHAM","WEST MIDLANDS","WEST MIDLANDS",,"N",,"ADIEMUS LIMITED",,"Limited Company or Public Limited Company","ISLE OF MAN","16, St Georges Street, Douglas, Isle of Man, IM1 1PL",,,,,,,,,,,,,,,,,,,,,,,,"14-12-1998","N","0","0"
"WM563801","Freehold","land lying to the south of Kingsbury Road, Minworth, Sutton Coldfield","BIRMINGHAM","WEST MIDLANDS","WEST MIDLANDS",,"N",,"LIBERTY MIDPOINT LIMITED",,"Limited Company or Public Limited Company","ISLE OF MAN","International House, Castle Hill, Victoria Road, Douglas, Isle Of Man IM2 4RB",,,,,,,,,,,,,,,,,,,,,,,,"24-03-2011","N","0","0"
"WM109059","Freehold","25 And, 27 Carrs Lane, Birmingham (B4 7SX)","BIRMINGHAM","WEST MIDLANDS","WEST MIDLANDS","B4 7SX","N",,"BIRMINGHAM TRAVELODGE PROPERTY LIMITED",,"Limited Company or Public Limited Company","ISLE OF MAN","First Names House, Victoria Road, Douglas, IM2 4DF, Isle Of Man",,,,,,,,,,,,,,,,,,,,,,,,"26-10-2016","N","52.4797522","-1.8937592"
"WM111056","Freehold","23 Selborne Road, Birmingham (B20 2DN)","BIRMINGHAM","WEST MIDLANDS","WEST MIDLANDS","B20 2DN","N",,"VERUM VICTUM HOLDINGS LIMITED",,"Limited Company or Public Limited Company","MALTA","179 Marina Street 1, Block C, Skyway Offices, Pieta PTA 9042 , Malta",,,,,,,,,,,,,,,,,,,,,,,,"09-01-2017","N","52.5144658339265","-1.92454911580297"
"WM126466","Freehold","1 Noel Road, Birmingham (B16 9PS)","BIRMINGHAM","WEST MIDLANDS","WEST MIDLANDS","B16 9PS","N","325000","BAROLO PROPERTIES LIMITED",,"Limited Company or Public Limited Company","BRITISH VIRGIN ISLANDS","1 Noel Road, Birmingham B16 9PS",,,,,,,,,,,,,,,,,,,,,,,,"28-02-2008","N","52.4754173255947","-1.93137309526264"
"WM205504","Freehold","53 Ravenshill Road, Yardley Wood, Birmingham (B14 4HL)","BIRMINGHAM","WEST MIDLANDS","WEST MIDLANDS","B14 4HL","N",,"THE GOVERNOR AND COMPANY OF THE BANK OF IRELAND",,"Corporate Body","IRELAND","P.O. Box, 27 One Temple Quay, Bristol BS99 7AX",,,,,,,,,,,,,,,,,,,,,,,,"13-05-2008","N","52.4151913790654","-1.85868771187277"
"WM224276","Freehold","land on the west side of Lifford Lane, Birmingham","BIRMINGHAM","WEST MIDLANDS","WEST MIDLANDS",,"N",,"HEREF MERLIN KINGS NORTON LIMITED",,"Limited Company or Public Limited Company","JERSEY","28-30 The Parade, St Helier, Jersey, JE1 1EQ",,,,,,,,,,,,,,,,,,,,,,,,"25-07-2012","N","0","0"
"WM233077","Leasehold","126 Hagley Road, Edgbaston, Birmingham (B16 9PF)","BIRMINGHAM","WEST MIDLANDS","WEST MIDLANDS","B16 9PF","N",,"ZURICH INSURANCE PUBLIC LIMITED COMPANY","FC25710","Limited Company or Public Limited Company","IRELAND","The Zurich Centre, 3000 Parkway, Whiteley, Fareham, Hants PO15 7JZ","The Grange, Bishops Cleeve, Cheltenham, Glos GL52 4XX",,,,,,,,,,,,,,,,,,,,,,,"13-03-2009","N","52.4715980421354","-1.93395520287048"
"WM238995","Freehold","10 The Radleys, Birmingham (B33 0QX)","BIRMINGHAM","WEST MIDLANDS","WEST MIDLANDS","B33 0QX","N","600000","SHOEBILL LIMITED",,"Limited Company or Public Limited Company","ISLE OF MAN","Lixmere House, 211 Kenton Road, Harrow HA3 0HD",,,,,,,,,,,,,,,,,,,,,,,,"11-12-2015","N","52.466310815125","-1.77315143436537"
"WM246555","Leasehold","land lying to the north west of Langley Drive, Castle Bromwich","BIRMINGHAM","WEST MIDLANDS","WEST MIDLANDS",,"N",,"KLEINWORT BENSON (GUERNSEY) LIMITED",,"Limited Company or Public Limited Company","GUERNSEY","Dorey Court, Admiral Park, St Peter Port, Guernsey, Channel Islands, GY1 3BG",,,"BORROWDALE NOMINEES LIMITED",,"Limited Company or Public Limited Company","GUERNSEY","Dorey Court, Admiral Park, St Peter Port, Guernsey, Channel Islands, GY1 3BG",,,,,,,,,,,,,,,,,"06-11-2013","N","0","0"
"WM264278","Leasehold","64 Water Street, Birmingham (B3 1HN)","BIRMINGHAM","WEST MIDLANDS","WEST MIDLANDS","B3 1HN","N","115000","ALCORA WARREN INVESTMENTS LIMITED",,"Limited Company or Public Limited Company","ISLE OF MAN","St Georges House, Bayview Road, Port St Mary, Isle of Man IM9 5AE","Hilton Hall, Hilton Lane, Essington, Staffordshire WV1 2BQ",,,,,,,,,,,,,,,,,,,,,,,"02-12-2004","N","52.4847059","-1.9036061"
"WM326344","Freehold","104-106 Colmore Row, Birmingham (B3 3AG)","BIRMINGHAM","WEST MIDLANDS","WEST MIDLANDS","B3 3AG","N","7200000","COLMORE PROPERTIES LIMITED",,"Limited Company or Public Limited Company","GIBRALTAR","57/63 Line Wall Road, PO Box 199, Gibraltar, GX11 1AA",,,,,,,,,,,,,,,,,,,,,,,,"23-08-2017","N","52.4806222","-1.9012987"
"WM337737","Freehold","18 Homer Street, Birmingham (B12 9RA)","BIRMINGHAM","WEST MIDLANDS","WEST MIDLANDS","B12 9RA","N",,"LIDL UK GMBH",,"Unlimited Company","GERMANY","19 Worple Road, London SW19 4JS",,,,,,,,,,,,,,,,,,,,,,,,"25-02-2014","N","52.456379292087","-1.88816638658936"
"WM371841","Leasehold","land on the North East side of Livery Street, Birmingham.  As to the part tinted blue on the filed plan the air space at and above the level of the underside of the ramp and pedestrian access leading to the multi-storey car park is excluded from the title","BIRMINGHAM","WEST MIDLANDS","WEST MIDLANDS",,"N",,"UK COMMERCIAL PROPERTY NOMINEE LIMITED",,"Limited Company or Public Limited Company","GUERNSEY","Trafalgar Court, Les Banques, St Peter Port, Guernsey GY1 3QL","Resolution Asset Management, 50 Bothwell Street, Glasgow G2 6HR",,,,,,,,,,,,,,,,,,,,,,,"01-11-2006","Y","0","0"
"WM372903","Freehold","300 Rookery Road, Handsworth, Birmingham (B21 9QG)","BIRMINGHAM","WEST MIDLANDS","WEST MIDLANDS","B21 9QG","N",,"ST JAMES INVESTMENT GROUP LLC",,"Corporate Body","U.S.A.","Exchange Station, Tithebarn Street, Liverpool L2 2QP",,,,,,,,,,,,,,,,,,,,,,,,"21-04-2015","N","52.5132785422559","-1.93903552155128"
"WM387080","Freehold","Kensington House, 136 Suffolk Street Queensway, Birmingham (B1 1LN)","BIRMINGHAM","WEST MIDLANDS","WEST MIDLANDS","B1 1LN","N",,"SUFFOLK PROPERTIES LIMITED",,"Limited Company or Public Limited Company","BRITISH VIRGIN ISLANDS","15-16 Brooks Mews, London W1K 4DS",,,,,,,,,,,,,,,,,,,,,,,,"07-12-2016","N","0","0"
"WM401998","Freehold","17 Honeyborne Road, Sutton Coldfield (B75 6BT)","BIRMINGHAM","WEST MIDLANDS","WEST MIDLANDS","B75 6BT","N","400000","MAGELLAN POWER CONVERSION PTY LTD",,"Limited Company or Public Limited Company","AUSTRALIA","Unit 2, 7 Augusta St, Willetton, WA 6153, Australia",,,,,,,,,,,,,,,,,,,,,,,,"08-07-2015","N","52.5740049748269","-1.81066533336636"
"WM404269","Freehold","140 Church Road, Yardley, Birmingham (B25 8UT)","BIRMINGHAM","WEST MIDLANDS","WEST MIDLANDS","B25 8UT","N",,"GOLDEN PIN LTD",,"Limited Company or Public Limited Company","BRITISH VIRGIN ISLANDS","Trident Chambers, Po Box 146, Road Town, Tortola, British Virgin Islands","811 High Road, London N12 8JT",,,,,,,,,,,,,,,,,,,,,,,"07-07-2014","N","52.4680710965731","-1.80773534642647"
"WM428407","Freehold","7 Trescott Road, Northfield, Birmingham (B31 5QA)","BIRMINGHAM","WEST MIDLANDS","WEST MIDLANDS","B31 5QA","N",,"EDPADE ESTABLISHMENT",,"Corporate Body","LIECHTENSTEIN","Austrasse 79, LI 9490 Vaduz, Liechtenstein",,,,,,,,,,,,,,,,,,,,,,,,"07-05-2013","N","52.4152482343529","-1.98673154031281"
"WM449817","Freehold","land lying to the north east side of High Street, Bordesley","BIRMINGHAM","WEST MIDLANDS","WEST MIDLANDS",,"N",,"WPC REIT PEND 14 B.V.",,"Corporate Body","NETHERLANDS","Stradwinskylaan 741, C-7, 1077 XX Amsterdam, Netherlands","The Broadgate Tower, 20 Primrose Street, London EC2A 2RS",,,,,,,,,,,,,,,,,,,,,,,"23-04-2015","N","0","0"
"WM455949","Freehold","land lying to the East of Knights Road, Tyseley, Birmingham","BIRMINGHAM","WEST MIDLANDS","WEST MIDLANDS",,"N",,"STANDARD BANK OFFSHORE TRUST COMPANY JERSEY LIMITED",,"Limited Company or Public Limited Company","JERSEY","Standard Bank House, 47-49 La Motte Street, St Helier, Jersey, JE2 4SZ",,,"LUMBRO NOMINEES (JERSEY) LIMITED",,"Limited Company or Public Limited Company","JERSEY","Standard Bank House, 47-49 La Motte Street, St Helier, Jersey, JE2 4SZ",,,,,,,,,,,,,,,,,"19-09-2013","N","0","0"
"WM479178","Leasehold","land on the South West side of Allcock Street, Birmingham","BIRMINGHAM","WEST MIDLANDS","WEST MIDLANDS",,"N",,"BELLERIVE REGEN 6 LIMITED",,"Limited Company or Public Limited Company","JERSEY","Elizabeth House, 9 Castle Street , St Helier , Jersey , JE2 3RT",,,,,,,,,,,,,,,,,,,,,,,,"18-07-2017","N","0","0"
"WM512674","Freehold","land lying to the south of Somery Road, Birmingham","BIRMINGHAM","WEST MIDLANDS","WEST MIDLANDS",,"N",,"STANDARD BANK OFFSHORE TRUST COMPANY JERSEY LIMITED",,"Limited Company or Public Limited Company","JERSEY","Standard Bank House, 47-49 La Motte Street, St Helier, Jersey, JE2 4SZ",,,"LUMBRO NOMINEES (JERSEY) LIMITED",,"Limited Company or Public Limited Company","JERSEY","Standard Bank House, 47-49 La Motte Street, St Helier, Jersey, JE2 4SZ",,,,,,,,,,,,,,,,,"19-09-2013","N","0","0"
"WM512928","Freehold","44 Fountain Road, Edgbaston, (B17 8NR)","BIRMINGHAM","WEST MIDLANDS","WEST MIDLANDS","B17 8NR","N",,"NEWCROSS PROPERTIES LIMITED",,"Limited Company or Public Limited Company","BRITISH VIRGIN ISLANDS","72 Burman Road, Shirley, Solihull, W Midlands, B90 2BQ",,,,,,,,,,,,,,,,,,,,,,,,"11-11-2002","N","52.4752048792309","-1.95722568831753"
"WM516950","Freehold","land and buildings on the North side of Regent Place, Hockley","BIRMINGHAM","WEST MIDLANDS","WEST MIDLANDS",,"N",,"SAN INVESTMENTS LIMITED",,"Limited Company or Public Limited Company","GUERNSEY","La Hure, Rue de la Motte, St Martin, Guernsey, GY4 6ER","270 Avenue West, Skyline 120, Great Notley, Braintree, Essex CM77 7AA",,,,,,,,,,,,,,,,,,,,,,,"01-12-2010","N","0","0"
"WM528217","Freehold","Land lying to the south of York Road, Kings Heath, Birmingham","BIRMINGHAM","WEST MIDLANDS","WEST MIDLANDS",,"N",,"LIDL UK ASSETS GMBH",,"Corporate Body","GERMANY","19 Worple Road, London SW19 4JS",,,,,,,,,,,,,,,,,,,,,,,,,"N","0","0"
"WM534402","Freehold","land lying to the north east of Silver Street, Kings Heath","BIRMINGHAM","WEST MIDLANDS","WEST MIDLANDS",,"N",,"LIDL UK ASSETS GMBH",,"Corporate Body","GERMANY","19 Worple Road, London SW19 4JS",,,,,,,,,,,,,,,,,,,,,,,,,"N","0","0"
"WM542367","Freehold","217 Heeley Road, Selly Oak, Birmingham (B29 6EL)","BIRMINGHAM","WEST MIDLANDS","WEST MIDLANDS","B29 6EL","N","151000","MODERN STUDENT ACCOMMODATION LIMITED",,"Limited Company or Public Limited Company","JERSEY","2 Trevor Street, London SW7 1DU","P O Box 546, Portman House, Hue Street, St Helier, Jersey, JE4 5RP",,,,,,,,,,,,,,,,,,,,,,,"03-09-2014","N","52.4381529987755","-1.93037123221161"
"WK131449","Freehold","784 Bristol Road, Selly Oak, Birmingham (B29 6NA)","BIRMINGHAM","WEST MIDLANDS","WEST MIDLANDS","B29 6NA","N",,"IPIS (BRISTOL ROAD BIRMINGHAM) LIMITED",,"Limited Company or Public Limited Company","GUERNSEY","Regency Court, Glategny Esplanade, St Peter Port, Guernsey, GY1 1WW",,,,,,,,,,,,,,,,,,,,,,,,"16-04-2015","N","52.4399827291774","-1.93893007586489"
"WK135151","Freehold","188 Kingstanding Road, Birmingham (B44 8JR)","BIRMINGHAM","WEST MIDLANDS","WEST MIDLANDS","B44 8JR","N",,"MILTON PORTFOLIO PROPERTY 2 LIMITED",,"Limited Company or Public Limited Company","ISLE OF MAN","First Names House, Victoria Road, Douglas, IM2 4DF, Isle of Man","20 Balderton Street, London W1K 6TL",,,,,,,,,,,,,,,,,,,,,,,"01-09-2017","N","52.5350435621752","-1.8897064620907"
"WK158224","Freehold","470 Harborne Park Road, Birmingham (B17 0NG)","BIRMINGHAM","WEST MIDLANDS","WEST MIDLANDS","B17 0NG","N",,"NERAK INVESTMENTS LIMITED",,"Limited Company or Public Limited Company","ISLE OF MAN","470 Harborne Park Road, Birmingham B17 0NG",,,,,,,,,,,,,,,,,,,,,,,,"20-08-2014","N","52.4496690638416","-1.94727439691868"
"WK180697","Freehold","2269 to 2275 (Odd numbers) and 2279 Coventry Road, Sheldon, Birmingham","BIRMINGHAM","WEST MIDLANDS","WEST MIDLANDS",,"N",,"KLEINWORT BENSON (GUERNSEY) LIMITED",,"Limited Company or Public Limited Company","GUERNSEY","Dorey Court, Admiral Park, St Peter Port, Guernsey, GY1 3BG",,,"BORROWDALE NOMINEES LIMITED",,"Limited Company or Public Limited Company","GUERNSEY","Dorey Court, Admiral Park, St Peter Port, Guernsey, GY1 3BG",,,,,,,,,,,,,,,,,"01-06-2012","N","0","0"
"WK205611","Freehold","lying to the west of Worcester Lane, Little Sutton, Sutton Coldfield","BIRMINGHAM","WEST MIDLANDS","WEST MIDLANDS",,"N",,"WALLACE PROPERTIES LIMITED",,"Corporate Body","MAURITIUS","Botanic House, 100 Hills Road, Cambridge CB2 1PH",,,,,,,,,,,,,,,,,,,,,,,,"24-06-2016","N","0","0"
"WK222617","Leasehold","LAND ON THE EAST SIDE OF PICKFORD STREET, BIRMINGHAM","BIRMINGHAM","WEST MIDLANDS","WEST MIDLANDS",,"Y",,"OAK ASSOCIATES LIMITED",,"Limited Company or Public Limited Company","DUBAI","276 Moseley Road, Birmingham B12 0BS",,,,,,,,,,,,,,,,,,,,,,,,"20-06-2017","N","0","0"
"WK223389","Freehold","16 Stirling Road, Edgbaston, Birmingham (B16 9BG)","BIRMINGHAM","WEST MIDLANDS","WEST MIDLANDS","B16 9BG","N",,"BK2 PROPERTIES LIMITED",,"Limited Company or Public Limited Company","BRITISH VIRGIN ISLANDS","Akara Bldg, 24 De Castro Street, Wickhams Cay 1, Road Town, Tortola, British Virgin Islands",,,,,,,,,,,,,,,,,,,,,,,,"03-03-2016","N","52.4735222642262","-1.93458536245988"
"WK121102","Leasehold","land and buildings on the South West side of Ludgate Hill","BIRMINGHAM","WEST MIDLANDS","WEST MIDLANDS",,"N",,"POLKA INVESTMENTS LIMITED",,"Limited Company or Public Limited Company","GUERNSEY","PO Box 25 Regency Court, Glategny Esplanade, St Peter Port, Guernsey, Channel Islands, GY1 3AP","Fourth Floor, 36 Dover Street, London W1S 4NH",,,,,,,,,,,,,,,,,,,,,,,"19-11-2015","N","0","0"
"WM108269","Leasehold","Flat 21, Moseley Court, Yardley Wood Road, Moseley, Birmingham (B13 9PU)","BIRMINGHAM","WEST MIDLANDS","WEST MIDLANDS","B13 9PU","N",,"ASULON LIMITED",,"Limited Company or Public Limited Company","BELIZE","Suite 102, Ground Floor, Blake Building, Corner Of Eyre & Hutaon Streets, Belize City, Belize","P O Box 62474, 8065 Paphos, Cyprus","5 Michalaki Christodoulou, Office 204 , 8065 Paphos, Cyprus",,,,,,,,,,,,,,,,,,,,,,"24-05-2012","N","52.44272481548","-1.87184109499247"
"WK119014","Freehold","land on the south east side of Camden Drive, Birmingham","BIRMINGHAM","WEST MIDLANDS","WEST MIDLANDS",,"N",,"MASTER FORTUNE INVESTMENTS LIMITED","60416","Limited Company or Public Limited Company","GUERNSEY","11 New Street, St Peter Port, Guernsey, GY1 2PF",,,,,,,,,,,,,,,,,,,,,,,,"28-07-2015","N","0","0"
"WK168979","Freehold","37 Camp Lane, Kings Norton, Birmingham (B38 8SL)","BIRMINGHAM","WEST MIDLANDS","WEST MIDLANDS","B38 8SL","N",,"MARIT LIMITED",,"Limited Company or Public Limited Company","JERSEY","PO Box 116, Hilgrove House, 10 Hilgrove Street, St Helier, Jersey, JE4 8SU, Channel Islands",,,,,,,,,,,,,,,,,,,,,,,,"24-01-2013","N","52.4131444585499","-1.93343833195398"
"WK178736","Freehold","74 Weston Lane, Tyseley, Birmingham (B11 3RX)","BIRMINGHAM","WEST MIDLANDS","WEST MIDLANDS","B11 3RX","N","113000","THE GOVERNOR AND COMPANY OF THE BANK OF IRELAND",,"Corporate Body","IRELAND","P O Box 27, 1 Temple Quay, Bristol BS99 7AX",,,,,,,,,,,,,,,,,,,,,,,,"01-07-2009","N","52.4519503166457","-1.85016920476561"
"WK193214","Freehold","564 Bordesley Green, Birmingham (B9 5PD)","BIRMINGHAM","WEST MIDLANDS","WEST MIDLANDS","B9 5PD","N","60000","THE GOVERNOR AND COMPANY OF THE BANK OF IRELAND","FC007248","Unlimited Company","IRELAND","PO Box 27 One Temple Quay, Bristol BS99 7AX",,,,,,,,,,,,,,,,,,,,,,,,"04-09-2009","N","52.4792724","-1.8396253"
"WK199531","Freehold","34 Alcester Drive, Sutton Coldfield (B73 6PY)","BIRMINGHAM","WEST MIDLANDS","WEST MIDLANDS","B73 6PY","N","582460","FAH-INDEPENDENT LIVING S.A.R.L.",,"Unlimited Company","LUXEMBOURG","1, Rue Jean-Pierre Brasseur, L-1258, Luxembourg","4th Floor, 3 Burlington Gardens, London W1S 3EP",,,,,,,,,,,,,,,,,,,,,,,"20-10-2016","N","52.5553375502551","-1.85952134967175"
"WK217598","Freehold","234 to 236 Bradford Street, Birmingham (B12 0RG)","BIRMINGHAM","WEST MIDLANDS","WEST MIDLANDS","B12 0RG","N",,"BITTON INVESTMENT CORPORATION",,"Corporate Body","BRITISH VIRGIN ISLANDS","234-236 Bradford Street, Birmingham B12 0RG",,,,,,,,,,,,,,,,,,,,,,,,"27-06-2007","N","52.472015534327","-1.88162039792102"
"WK223999","Freehold","54 Philip Victor Road, Handsworth (B20 2QD)","BIRMINGHAM","WEST MIDLANDS","WEST MIDLANDS","B20 2QD","N","315000","SECTA PROPERTIES LIMITED",,"Limited Company or Public Limited Company","ISLE OF MAN","Burleigh Manor, Peel Road, Douglas, Isle Of Man, IM1 5EP",,,,,,,,,,,,,,,,,,,,,,,,"13-05-2016","N","52.5119609562139","-1.9299903450992"
"WM172081","Freehold","7 Washington Street, Birmingham (B1 1JR)","BIRMINGHAM","WEST MIDLANDS","WEST MIDLANDS","B1 1JR","N",,"CITY REALTY LIMITED",,"Limited Company or Public Limited Company","MARSHALL ISLANDS","8th Floor Anchorage House, 2 Clove Street, London E14 2BE",,,,,,,,,,,,,,,,,,,,,,,,"17-06-2016","N","0","0"
"WM212066","Freehold","Land and buildings on the south side of Hack Street","BIRMINGHAM","WEST MIDLANDS","WEST MIDLANDS",,"N",,"BELLERIVE REGEN 6 LIMITED",,"Limited Company or Public Limited Company","JERSEY","Elizabeth House, 9 Castle Street, St Helier, Jersey, JE2 3RT",,,,,,,,,,,,,,,,,,,,,,,,"18-07-2017","N","0","0"
"WM244447","Freehold","land and buildings on the west side of Heath Mill Lane, Birmingham","BIRMINGHAM","WEST MIDLANDS","WEST MIDLANDS",,"N",,"BELLERIVE REGEN 5 LIMITED",,"Limited Company or Public Limited Company","JERSEY","Elizabeth House, 9 Castle Street, St Helier, Jersey, JE2 3RT",,,,,,,,,,,,,,,,,,,,,,,,"18-07-2017","N","0","0"
"WM252011","Freehold","Land and buildings on the North side of Bagot Street, Birmingham","BIRMINGHAM","WEST MIDLANDS","WEST MIDLANDS",,"N",,"ARLINGTON STUDENT HOLDINGS (NO.3) LIMITED",,"Limited Company or Public Limited Company","JERSEY","11 Bath Street, St Helier, Jersey, JE2 4ST",,,,,,,,,,,,,,,,,,,,,,,,"24-03-2016","N","0","0"
"WM300621","Freehold","Land on the East side of Pershore Road, Stirchley, Birmingham","BIRMINGHAM","WEST MIDLANDS","WEST MIDLANDS",,"N",,"LIDL UK GMBH",,"Corporate Body","GERMANY","19 Worple Road, London SW19 4JS",,,,,,,,,,,,,,,,,,,,,,,,"22-06-2017","N","0","0"
"WM317400","Freehold","60 Hampton Street, Hockley, Birmingham (B19 3LX)","BIRMINGHAM","WEST MIDLANDS","WEST MIDLANDS","B19 3LX","N",,"CONSTITUTION HOLDINGS LIMITED",,"Limited Company or Public Limited Company","GUERNSEY","60 Hampton Street, Hockley, Birmingham B19 3LU",,,,,,,,,,,,,,,,,,,,,,,,"15-07-2003","N","0","0"
"WM325985","Freehold","Land lying to the north-west of Langley Drive, Castle Bromwich, Birmingham","BIRMINGHAM","WEST MIDLANDS","WEST MIDLANDS",,"N",,"KLEINWORT BENSON (GUERNSEY) LIMITED",,"Limited Company or Public Limited Company","GUERNSEY","Dorey Court, Admiral Park, St Peter Port, Guernsey, Channel Islands, GY1 3BG",,,"BORROWDALE NOMINEES LIMITED",,"Limited Company or Public Limited Company","GUERNSEY","Dorey Court, Admiral Park, St Peter Port, Guernsey, Channel Islands, GY1 3BG",,,,,,,,,,,,,,,,,"06-11-2013","N","0","0"
