"","generalElectionVote","partyId1","partyId","countryOfBirth","reasonForVote"
"21690",1,1,1,1,2
"21691",2,2,2,7,1
"21692",2,2,2,1,2
"21693",2,2,2,1,2
"21694",2,2,2,1,2
"21695",1,10,10,1,0
"21696",1,3,3,1,2
"21697",2,2,2,1,1
"21698",9,10,10,1,3
"21699",7,10,10,NA,2
"21700",1,1,1,1,2
"21701",1,1,1,1,1
"21702",1,1,1,1,5
"21703",3,2,2,1,0
"21704",3,2,2,1,4
"21705",1,1,1,1,2
"21706",3,3,3,1,2
"21707",1,1,1,1,3
"21708",1,10,10,NA,3
"21709",2,10,10,1,2
"21710",1,1,1,1,5
"21711",NA,7,7,1,NA
"21712",1,3,3,2,3
"21713",2,3,3,1,2
"21714",1,10,10,1,2
"21715",1,99,9999,1,2
"21716",7,10,10,1,2
"21717",3,10,10,8,4
"21718",NA,2,2,1,NA
"21719",NA,2,2,1,NA
"21720",1,3,3,1,5
"21721",1,1,1,1,2
"21722",NA,10,10,9999,NA
"21723",NA,2,2,1,NA
"21724",2,10,10,3,2
"21725",2,2,2,1,1
"21726",1,1,1,NA,2
"21727",2,2,2,3,1
"21728",1,10,10,1,3
"21729",9,2,2,3,0
"21730",3,3,3,1,2
"21731",3,3,3,3,1
"21732",2,10,10,3,4
"21733",1,1,1,1,2
"21734",1,3,3,1,4
"21735",6,6,6,1,2
"21736",2,2,2,3,2
"21737",2,2,2,3,1
"21738",5,1,1,3,5
"21739",5,2,2,1,2
"21740",9,5,5,3,2
"21741",NA,10,10,3,NA
"21742",1,1,1,2,3
"21743",1,1,1,3,2
"21744",1,10,10,1,5
"21745",3,1,1,3,2
"21746",1,5,5,3,3
"21747",2,2,2,1,1
"21748",2,3,3,2,3
"21749",6,1,1,1,5
"21750",2,10,10,1,4
"21751",9,6,6,3,5
"21752",1,1,1,1,2
"21753",2,2,2,3,1
"21754",7,7,7,1,2
"21755",1,1,1,1,2
"21756",1,10,10,1,2
"21757",2,2,2,3,3
"21758",2,1,1,1,2
"21759",2,2,2,3,1
"21760",NA,6,6,3,NA
"21761",6,6,6,1,2
"21762",2,2,2,1,4
"21763",1,1,1,1,2
"21764",2,2,2,3,1
"21765",2,10,10,1,3
"21766",2,2,2,3,3
"21767",2,10,10,1,3
"21768",2,2,2,3,2
"21769",5,9,9,1,5
"21770",2,5,5,3,3
"21771",2,2,2,3,2
"21772",3,3,3,1,1
"21773",1,3,3,1,3
"21774",2,2,2,3,2
"21775",2,10,10,1,2
"21776",1,2,2,1,3
"21777",2,2,2,1,2
"21778",2,10,10,3,2
"21779",2,2,2,3,2
"21780",5,5,5,3,2
"21781",2,10,10,6,2
"21782",6,10,10,3,2
"21783",7,7,7,1,2
"21784",6,10,10,1,2
"21785",1,1,1,1,1
"21786",2,2,2,3,2
"21787",1,2,2,3,2
"21788",1,1,1,3,1
"21789",2,2,2,3,1
"21790",2,3,3,3,4
"21791",5,1,1,1,2
"21792",9,10,10,3,2
"21793",7,10,10,3,5
"21794",1,1,1,3,2
"21795",2,2,2,1,2
"21796",1,1,1,1,1
"21797",7,9,9,1,2
"21798",2,2,2,1,1
"21799",1,10,10,1,3
"21800",1,1,1,3,2
"21801",2,2,2,3,2
"21802",1,1,1,1,2
"21803",2,2,2,1,2
"21804",9999,99,9999,1,0
"21805",2,2,2,3,2
"21806",1,10,10,7,5
"21807",1,1,1,3,2
"21808",1,1,1,1,1
"21809",1,1,1,1,2
"21810",1,1,1,3,2
"21811",6,6,6,1,2
"21812",6,10,10,7,2
"21813",2,2,2,1,2
"21814",2,2,2,NA,1
"21815",2,2,2,1,2
"21816",NA,99,9999,2,NA
"21817",NA,2,2,NA,NA
"21818",NA,7,7,NA,NA
"21819",2,2,2,NA,2
"21820",1,1,1,1,2
"21821",2,2,2,1,5
"21822",2,2,2,1,1
"21823",2,2,2,8,1
"21824",NA,10,10,NA,NA
"21825",2,2,2,1,1
"21826",NA,6,6,1,NA
"21827",2,2,2,8,2
"21828",2,2,2,1,1
"21829",1,1,1,NA,2
"21830",2,2,2,1,2
"21831",3,10,10,8,2
"21832",3,3,3,1,2
"21833",2,2,2,1,5
"21834",2,2,2,1,2
"21835",NA,10,10,NA,NA
"21836",2,2,2,1,1
"21837",2,3,3,NA,2
"21838",2,2,2,1,2
"21839",2,2,2,1,2
"21840",1,1,1,1,4
"21841",2,2,2,NA,2
"21842",6,6,6,1,2
"21843",6,6,6,4,3
"21844",2,2,2,1,2
"21845",1,2,2,1,2
"21846",2,2,2,NA,2
"21847",2,7,7,1,3
"21848",1,2,2,1,2
"21849",2,3,3,1,2
"21850",7,10,10,1,3
"21851",6,2,2,1,4
"21852",6,10,10,1,5
"21853",2,2,2,NA,1
"21854",1,1,1,1,2
"21855",2,2,2,1,2
"21856",2,7,7,1,4
"21857",1,1,1,NA,2
"21858",2,2,2,NA,2
"21859",1,10,10,NA,5
"21860",7,7,7,1,0
"21861",3,10,10,1,0
"21862",1,1,1,4,2
"21863",2,2,2,2,1
"21864",1,1,1,1,1
"21865",3,3,3,1,1
"21866",6,6,6,1,5
"21867",1,10,10,NA,3
"21868",1,1,1,1,2
"21869",1,1,1,1,2
"21870",2,2,2,1,2
"21871",2,2,2,NA,2
"21872",2,2,2,1,1
"21873",2,10,10,1,4
"21874",2,10,10,1,4
"21875",7,10,10,1,5
"21876",3,10,10,NA,2
"21877",2,2,2,NA,2
"21878",2,2,2,1,1
"21879",1,2,2,1,2
"21880",2,2,2,2,1
"21881",2,2,2,1,2
"21882",2,2,2,2,1
"21883",1,1,1,1,2
"21884",1,2,2,NA,3
"21885",1,1,1,NA,2
"21886",2,2,2,NA,2
"21887",1,10,10,1,2
"21888",1,3,3,1,2
"21889",2,2,2,NA,2
"21890",2,2,2,1,5
"21891",1,1,1,1,2
"21892",2,3,3,1,2
"21893",7,7,7,1,2
"21894",2,2,2,NA,1
"21895",1,1,1,NA,2
"21896",1,1,1,2,2
"21897",7,7,7,1,2
"21898",1,1,1,1,1
"21899",1,1,1,1,1
"21900",6,6,6,1,5
"21901",7,10,10,1,9999
"21902",2,10,10,8,0
"21903",1,1,1,1,2
"21904",2,2,2,1,2
"21905",7,10,10,1,5
"21906",1,1,1,1,3
"21907",2,2,2,1,1
"21908",2,2,2,NA,2
"21909",1,99,9999,1,5
"21910",2,6,6,5,3
"21911",1,1,1,1,3
"21912",NA,10,10,1,NA
"21913",2,3,3,1,2
"21914",1,2,2,NA,4
"21915",NA,10,10,1,NA
"21916",1,1,1,1,1
"21917",2,7,7,1,4
"21918",1,1,1,1,5
"21919",2,2,2,1,2
"21920",2,2,2,1,2
"21921",1,1,1,1,2
"21922",2,2,2,1,1
"21923",2,10,10,8,4
"21924",2,2,2,1,1
"21925",2,99,9999,1,2
"21926",1,1,1,7,2
"21927",1,1,1,6,2
"21928",NA,2,2,8,NA
"21929",NA,1,1,9999,NA
"21930",1,1,1,1,1
"21931",1,1,1,1,2
"21932",7,7,7,NA,2
"21933",2,7,7,NA,0
"21934",2,2,2,NA,1
"21935",2,2,2,1,5
"21936",2,2,2,1,2
"21937",6,3,3,1,2
"21938",2,10,10,1,2
"21939",7,7,7,NA,4
"21940",1,1,1,1,4
"21941",1,1,1,1,2
"21942",6,99,9999,NA,2
"21943",2,2,2,1,2
"21944",3,3,3,7,3
"21945",3,2,2,1,4
"21946",1,2,2,1,2
"21947",1,1,1,1,2
"21948",NA,2,2,1,NA
"21949",6,6,6,1,1
"21950",NA,10,10,1,NA
"21951",9,9,9,1,5
"21952",1,10,10,1,2
"21953",1,1,1,4,2
"21954",6,6,6,1,2
"21955",1,1,1,NA,2
"21956",1,1,1,1,2
"21957",1,1,1,1,2
"21958",1,1,1,1,2
"21959",3,3,3,1,2
"21960",6,1,1,NA,2
"21961",1,10,10,1,3
"21962",1,1,1,1,2
"21963",6,1,1,1,2
"21964",2,1,1,NA,5
"21965",1,9,9,1,2
"21966",1,1,1,1,1
"21967",1,1,1,1,1
"21968",9,2,2,1,5
"21969",6,6,6,1,2
"21970",6,6,6,1,2
"21971",1,1,1,1,2
"21972",1,1,1,1,2
"21973",1,1,1,1,1
"21974",2,2,2,1,2
"21975",2,2,2,1,2
"21976",6,2,2,1,2
"21977",1,10,10,1,9999
"21978",2,99,9999,1,2
"21979",NA,10,10,1,NA
"21980",3,3,3,1,2
"21981",6,10,10,1,3
"21982",1,2,2,NA,4
"21983",6,10,10,1,5
"21984",2,10,10,NA,2
"21985",1,1,1,1,2
"21986",NA,1,1,1,NA
"21987",NA,10,10,1,NA
"21988",NA,2,2,1,NA
"21989",2,10,10,1,2
"21990",1,1,1,NA,2
"21991",6,6,6,1,5
"21992",6,1,1,1,3
"21993",7,7,7,1,2
"21994",6,6,6,1,3
"21995",NA,10,10,1,NA
"21996",2,2,2,NA,5
"21997",1,1,1,1,1
"21998",1,1,1,1,1
"21999",6,1,1,1,5
"22000",1,10,10,1,4
"22001",1,1,1,1,2
"22002",6,6,6,1,2
"22003",2,2,2,1,1
"22004",NA,10,10,1,NA
"22005",1,1,1,1,2
"22006",2,2,2,NA,2
"22007",3,3,3,1,1
"22008",2,2,2,1,1
"22009",3,7,7,1,4
"22010",7,7,7,NA,2
"22011",1,10,10,5,2
"22012",2,2,2,1,2
"22013",1,10,10,1,2
"22014",NA,2,2,NA,NA
"22015",2,2,2,1,1
"22016",2,2,2,1,1
"22017",3,3,3,1,2
"22018",1,1,1,NA,2
"22019",1,1,1,1,2
"22020",2,3,3,NA,4
"22021",2,2,2,8,2
"22022",1,1,1,1,5
"22023",3,10,10,2,0
"22024",3,3,3,1,1
"22025",7,7,7,NA,2
"22026",1,1,1,2,2
"22027",1,1,1,1,4
"22028",1,1,1,1,2
"22029",2,2,2,NA,2
"22030",1,1,1,6,2
"22031",2,3,3,1,4
"22032",NA,7,7,7,NA
"22033",1,1,1,1,2
"22034",3,9,9,1,3
"22035",NA,8,8,1,NA
"22036",7,7,7,1,2
"22037",7,9,9,1,3
"22038",1,1,1,6,2
"22039",3,3,3,1,5
"22040",2,2,2,1,2
"22041",NA,7,7,1,NA
"22042",2,10,10,1,2
"22043",NA,10,10,7,NA
"22044",2,2,2,1,4
"22045",1,10,10,1,3
"22046",3,3,3,1,3
"22047",2,2,2,1,2
"22048",7,7,7,1,1
"22049",1,10,10,1,2
"22050",7,7,7,1,2
"22051",1,1,1,1,2
"22052",1,1,1,1,2
"22053",6,2,2,1,5
"22054",7,99,9999,3,2
"22055",1,1,1,1,1
"22056",6,6,6,1,2
"22057",1,1,1,1,1
"22058",2,2,2,NA,1
"22059",1,1,1,1,2
"22060",2,2,2,1,4
"22061",1,10,10,1,2
"22062",1,10,10,1,4
"22063",NA,10,10,NA,NA
"22064",NA,10,10,NA,NA
"22065",NA,1,1,1,NA
"22066",6,2,2,1,2
"22067",2,2,2,1,2
"22068",1,1,1,1,2
"22069",2,2,2,1,2
"22070",NA,10,10,7,NA
"22071",3,2,2,1,2
"22072",1,1,1,1,2
"22073",1,3,3,1,4
"22074",1,1,1,1,3
"22075",1,1,1,1,2
"22076",2,2,2,1,5
"22077",2,7,7,8,3
"22078",1,2,2,1,2
"22079",7,10,10,2,2
"22080",1,1,1,NA,1
"22081",1,1,1,8,3
"22082",2,9,9,8,5
"22083",7,10,10,7,0
"22084",1,1,1,1,1
"22085",2,2,2,1,1
"22086",3,3,3,4,2
"22087",2,2,2,NA,1
"22088",1,1,1,1,2
"22089",2,2,2,1,2
"22090",2,7,7,6,4
"22091",9999,99,9999,1,0
"22092",1,2,2,1,2
"22093",1,1,1,NA,3
"22094",1,1,1,1,2
"22095",1,1,1,NA,1
"22096",6,10,10,1,4
"22097",1,1,1,1,1
"22098",3,3,3,NA,2
"22099",2,2,2,NA,2
"22100",2,2,2,1,2
"22101",2,2,2,1,2
"22102",2,2,2,1,2
"22103",1,1,1,NA,1
"22104",2,2,2,1,1
"22105",2,10,10,1,3
"22106",3,1,1,1,4
"22107",3,10,10,NA,3
"22108",6,10,10,1,3
"22109",2,2,2,NA,2
"22110",2,2,2,1,1
"22111",2,2,2,NA,1
"22112",NA,10,10,1,NA
"22113",2,2,2,1,2
"22114",6,6,6,1,5
"22115",2,2,2,1,5
"22116",9,10,10,1,0
"22117",7,7,7,1,0
"22118",6,2,2,1,2
"22119",9999,10,10,NA,0
"22120",6,10,10,1,4
"22121",6,1,1,1,4
"22122",1,6,6,1,4
"22123",2,2,2,1,1
"22124",1,10,10,NA,9999
"22125",6,10,10,1,2
"22126",6,1,1,1,4
"22127",1,10,10,1,0
"22128",2,7,7,1,4
"22129",6,10,10,1,3
"22130",9,2,2,1,5
"22131",2,10,10,1,2
"22132",3,99,9999,1,2
"22133",2,2,2,NA,2
"22134",1,1,1,1,2
"22135",1,1,1,7,3
"22136",1,1,1,1,1
"22137",2,2,2,1,2
"22138",1,1,1,1,2
"22139",2,2,2,1,2
"22140",2,2,2,1,2
"22141",2,2,2,1,5
"22142",3,10,10,1,2
"22143",1,1,1,NA,2
"22144",2,2,2,1,1
"22145",2,3,3,1,4
"22146",2,2,2,1,2
"22147",2,2,2,1,2
"22148",1,99,9999,1,2
"22149",2,2,2,1,2
"22150",2,2,2,1,4
"22151",3,10,10,1,0
"22152",3,3,3,1,2
"22153",7,10,10,1,2
"22154",1,1,1,1,1
"22155",1,1,1,NA,1
"22156",2,2,2,1,2
"22157",6,10,10,1,5
"22158",2,2,2,1,1
"22159",1,1,1,1,2
"22160",2,2,2,1,4
"22161",1,1,1,1,2
"22162",1,1,1,1,2
"22163",9,9,9,1,4
"22164",NA,10,10,1,NA
"22165",2,2,2,1,2
"22166",1,1,1,1,1
"22167",2,2,2,1,1
"22168",2,2,2,3,2
"22169",6,6,6,1,1
"22170",1,10,10,1,2
"22171",1,2,2,NA,3
"22172",6,1,1,1,2
"22173",1,1,1,1,1
"22174",2,2,2,1,2
"22175",1,1,1,NA,1
"22176",3,3,3,1,2
"22177",NA,1,1,1,NA
"22178",1,1,1,NA,5
"22179",1,1,1,1,3
"22180",1,1,1,NA,1
"22181",6,1,1,1,5
"22182",1,10,10,1,2
"22183",2,2,2,1,2
"22184",1,1,1,1,2
"22185",3,3,3,1,2
"22186",6,1,1,1,2
"22187",1,1,1,1,2
"22188",2,2,2,1,2
"22189",NA,2,2,NA,NA
"22190",6,6,6,1,3
"22191",1,1,1,1,2
"22192",1,1,1,1,1
"22193",1,1,1,1,2
"22194",6,6,6,1,2
"22195",6,1,1,1,2
"22196",1,1,1,1,2
"22197",NA,1,1,NA,NA
"22198",1,1,1,1,2
"22199",2,2,2,1,2
"22200",2,2,2,NA,1
"22201",1,1,1,1,1
"22202",1,1,1,1,1
"22203",NA,1,1,1,NA
"22204",1,1,1,1,2
"22205",1,1,1,1,2
"22206",6,10,10,NA,2
"22207",1,1,1,1,1
"22208",1,1,1,2,1
"22209",1,10,10,1,3
"22210",NA,6,6,1,NA
"22211",2,2,2,1,2
"22212",6,10,10,1,0
"22213",1,1,1,NA,2
"22214",NA,10,10,3,NA
"22215",2,2,2,3,2
"22216",2,2,2,3,2
"22217",2,2,2,3,2
"22218",2,2,2,3,1
"22219",2,2,2,3,2
"22220",NA,10,10,3,NA
"22221",2,2,2,3,2
"22222",6,10,10,8,2
"22223",NA,7,7,7,NA
"22224",6,2,2,3,4
"22225",2,2,2,3,1
"22226",5,2,2,3,3
"22227",2,6,6,2,4
"22228",5,10,10,3,4
"22229",7,5,5,3,5
"22230",2,2,2,3,1
"22231",2,2,2,3,3
"22232",7,2,2,3,2
"22233",5,10,10,3,3
"22234",NA,10,10,3,NA
"22235",2,2,2,1,5
"22236",5,5,5,3,5
"22237",2,3,3,1,5
"22238",NA,1,1,3,NA
"22239",5,10,10,3,2
"22240",2,3,3,1,5
"22241",NA,99,9999,3,NA
"22242",NA,10,10,3,NA
"22243",NA,5,5,3,NA
"22244",6,6,6,3,5
"22245",NA,10,10,3,NA
"22246",1,2,2,3,5
"22247",2,2,2,3,2
"22248",5,3,3,3,3
"22249",2,2,2,3,1
"22250",NA,5,5,3,NA
"22251",NA,5,5,3,NA
"22252",2,2,2,3,4
"22253",6,1,1,1,4
"22254",3,3,3,1,2
"22255",1,1,1,3,2
"22256",7,3,3,1,5
"22257",2,2,2,3,4
"22258",2,2,2,3,1
"22259",1,1,1,2,4
"22260",2,2,2,3,2
"22261",9999,99,9999,1,9999
"22262",1,10,10,1,5
"22263",NA,2,2,NA,NA
"22264",NA,2,2,1,NA
"22265",1,1,1,1,2
"22266",6,10,10,1,4
"22267",6,10,10,1,2
"22268",1,1,1,1,2
"22269",7,3,3,1,2
"22270",1,1,1,1,2
"22271",2,2,2,1,2
"22272",6,6,6,2,2
"22273",6,2,2,1,5
"22274",NA,1,1,NA,NA
"22275",6,6,6,1,2
"22276",NA,10,10,1,NA
"22277",9,10,10,1,0
"22278",7,10,10,1,2
"22279",2,2,2,1,1
"22280",2,2,2,1,2
"22281",1,1,1,1,2
"22282",1,1,1,2,2
"22283",1,8,8,1,2
"22284",2,10,10,NA,4
"22285",1,1,1,1,1
"22286",9999,99,9999,NA,9999
"22287",6,6,6,1,2
"22288",NA,99,9999,NA,NA
"22289",2,2,2,1,2
"22290",9999,99,9999,1,1
"22291",2,2,2,1,0
"22292",2,10,10,7,2
"22293",6,6,6,1,2
"22294",2,2,2,8,1
"22295",1,1,1,1,2
"22296",1,1,1,1,3
"22297",1,1,1,1,2
"22298",1,1,1,NA,2
"22299",6,6,6,1,2
"22300",2,2,2,1,0
"22301",7,2,2,NA,5
"22302",1,1,1,1,2
"22303",1,1,1,1,2
"22304",1,1,1,2,2
"22305",2,2,2,NA,1
"22306",7,7,7,1,2
"22307",2,2,2,1,2
"22308",1,1,1,1,2
"22309",7,7,7,1,2
"22310",1,10,10,1,4
"22311",2,2,2,1,5
"22312",6,10,10,NA,5
"22313",6,6,6,2,2
"22314",3,1,1,2,4
"22315",9,10,10,NA,5
"22316",1,1,1,NA,1
"22317",2,2,2,2,2
"22318",1,1,1,1,2
"22319",1,99,9999,2,3
"22320",2,3,3,7,5
"22321",1,1,1,1,2
"22322",2,2,2,1,2
"22323",1,1,1,1,2
"22324",9,9,9,1,5
"22325",1,1,1,NA,2
"22326",3,3,3,1,3
"22327",NA,10,10,1,NA
"22328",1,1,1,1,2
"22329",1,1,1,1,2
"22330",NA,10,10,1,NA
"22331",6,6,6,1,2
"22332",1,1,1,1,2
"22333",6,6,6,1,2
"22334",1,10,10,1,0
"22335",6,6,6,1,3
"22336",2,2,2,4,1
"22337",2,2,2,1,1
"22338",3,99,9999,1,3
"22339",1,1,1,1,2
"22340",2,2,2,6,2
"22341",1,1,1,1,1
"22342",1,99,9999,6,4
"22343",3,2,2,1,4
"22344",7,3,3,1,5
"22345",7,99,9999,1,2
"22346",1,1,1,1,2
"22347",1,1,1,1,2
"22348",1,10,10,8,5
"22349",1,1,1,1,1
"22350",1,1,1,1,3
"22351",6,6,6,1,3
"22352",7,7,7,1,2
"22353",1,3,3,1,3
"22354",1,1,1,1,2
"22355",1,10,10,1,5
"22356",2,2,2,1,2
"22357",7,2,2,1,5
"22358",1,1,1,1,2
"22359",NA,2,2,1,NA
"22360",1,1,1,1,2
"22361",NA,1,1,7,NA
"22362",1,1,1,2,2
"22363",3,10,10,5,5
"22364",1,1,1,NA,2
"22365",1,1,1,NA,2
"22366",3,2,2,1,4
"22367",1,3,3,1,3
"22368",3,3,3,3,4
"22369",2,9,9,2,2
"22370",3,3,3,1,1
"22371",2,2,2,4,2
"22372",2,1,1,1,5
"22373",1,1,1,1,2
"22374",NA,10,10,2,NA
"22375",3,3,3,8,1
"22376",1,1,1,1,2
"22377",2,2,2,1,2
"22378",1,1,1,1,3
"22379",7,10,10,1,5
"22380",3,2,2,1,4
"22381",2,2,2,1,1
"22382",1,2,2,3,3
"22383",3,2,2,1,4
"22384",NA,10,10,1,NA
"22385",2,2,2,2,2
"22386",6,6,6,8,2
"22387",3,3,3,4,2
"22388",1,10,10,6,3
"22389",2,2,2,2,2
"22390",3,3,3,1,1
"22391",1,1,1,1,2
"22392",1,1,1,1,3
"22393",2,2,2,1,2
"22394",2,2,2,1,2
"22395",2,2,2,1,2
"22396",7,3,3,1,4
"22397",2,2,2,1,3
"22398",2,2,2,1,3
"22399",2,2,2,1,2
"22400",1,1,1,1,1
"22401",2,2,2,1,2
"22402",2,2,2,6,3
"22403",1,1,1,1,1
"22404",1,1,1,1,2
"22405",2,2,2,1,1
"22406",NA,6,6,1,NA
"22407",2,2,2,1,1
"22408",6,10,10,1,5
"22409",1,1,1,1,2
"22410",2,2,2,1,2
"22411",6,10,10,1,2
"22412",7,2,2,1,5
"22413",3,2,2,1,3
"22414",2,2,2,NA,1
"22415",2,2,2,NA,1
"22416",6,6,6,1,2
"22417",1,1,1,1,2
"22418",1,1,1,1,2
"22419",2,2,2,1,1
"22420",1,1,1,1,1
"22421",2,10,10,1,4
"22422",1,1,1,6,1
"22423",1,3,3,1,4
"22424",6,2,2,1,5
"22425",2,2,2,1,1
"22426",2,2,2,1,4
"22427",7,99,9999,1,2
"22428",3,3,3,1,2
"22429",NA,10,10,NA,NA
"22430",1,1,1,1,2
"22431",NA,2,2,2,NA
"22432",2,2,2,1,2
"22433",7,3,3,1,3
"22434",1,1,1,1,2
"22435",1,1,1,1,5
"22436",2,2,2,2,2
"22437",1,3,3,1,5
"22438",6,6,6,6,2
"22439",NA,1,1,1,NA
"22440",6,2,2,NA,3
"22441",2,2,2,NA,2
"22442",2,2,2,1,2
"22443",1,1,1,1,2
"22444",NA,1,1,1,NA
"22445",1,1,1,1,1
"22446",1,1,1,1,1
"22447",1,10,10,1,5
"22448",6,6,6,1,3
"22449",3,2,2,1,4
"22450",6,6,6,1,4
"22451",2,2,2,6,2
"22452",7,7,7,1,2
"22453",6,3,3,1,3
"22454",7,2,2,1,2
"22455",1,1,1,7,2
"22456",1,1,1,1,2
"22457",1,3,3,1,5
"22458",1,1,1,1,1
"22459",1,1,1,NA,2
"22460",1,1,1,1,1
"22461",2,2,2,1,4
"22462",6,10,10,NA,2
"22463",2,2,2,4,2
"22464",2,1,1,1,2
"22465",1,3,3,1,2
"22466",1,1,1,NA,1
"22467",6,6,6,1,3
"22468",1,10,10,1,2
"22469",1,1,1,1,2
"22470",6,6,6,NA,3
"22471",1,1,1,1,2
"22472",6,10,10,1,2
"22473",1,1,1,1,2
"22474",2,99,9999,1,2
"22475",6,1,1,1,0
"22476",1,1,1,NA,4
"22477",7,10,10,1,5
"22478",7,7,7,1,2
"22479",7,10,10,1,2
"22480",2,2,2,1,2
"22481",NA,10,10,1,NA
"22482",6,6,6,7,2
"22483",2,2,2,1,2
"22484",6,6,6,1,2
"22485",1,1,1,1,2
"22486",6,10,10,1,5
"22487",3,1,1,NA,5
"22488",2,2,2,1,1
"22489",7,7,7,1,2
"22490",NA,10,10,NA,NA
"22491",2,10,10,1,2
"22492",1,1,1,NA,3
"22493",2,2,2,1,2
"22494",2,1,1,NA,2
"22495",1,10,10,1,5
"22496",7,2,2,1,2
"22497",6,6,6,1,2
"22498",6,10,10,NA,0
"22499",NA,10,10,1,NA
"22500",1,1,1,1,1
"22501",2,2,2,1,2
"22502",2,2,2,1,2
"22503",1,1,1,1,2
"22504",1,1,1,1,2
"22505",2,2,2,1,1
"22506",2,2,2,1,2
"22507",1,1,1,1,2
"22508",1,1,1,1,1
"22509",3,3,3,1,2
"22510",NA,1,1,6,NA
"22511",2,2,2,1,1
"22512",3,3,3,NA,2
"22513",2,2,2,1,2
"22514",1,1,1,1,1
"22515",6,7,7,1,3
"22516",1,1,1,NA,1
"22517",2,2,2,1,2
"22518",1,1,1,1,1
"22519",2,2,2,1,4
"22520",1,10,10,1,5
"22521",2,1,1,1,4
"22522",1,1,1,1,2
"22523",2,2,2,NA,3
"22524",1,1,1,1,2
"22525",7,7,7,1,2
"22526",1,99,9999,8,3
"22527",3,99,9999,3,5
"22528",1,1,1,1,2
"22529",2,2,2,1,2
"22530",6,6,6,1,2
"22531",NA,1,1,1,NA
"22532",NA,1,1,1,NA
"22533",9,10,10,1,2
"22534",6,1,1,1,2
"22535",6,6,6,1,2
"22536",1,1,1,8,1
"22537",1,1,1,1,2
"22538",1,3,3,1,2
"22539",1,1,1,1,1
"22540",1,1,1,1,3
"22541",1,1,1,2,1
"22542",1,1,1,1,2
"22543",1,1,1,1,2
"22544",2,1,1,1,2
"22545",1,1,1,1,1
"22546",1,1,1,1,2
"22547",1,1,1,1,2
"22548",1,1,1,NA,2
"22549",2,7,7,1,4
"22550",1,1,1,1,2
"22551",2,2,2,3,2
"22552",1,1,1,NA,1
"22553",7,7,7,1,2
"22554",9,7,7,1,5
"22555",6,2,2,1,5
"22556",6,10,10,1,2
"22557",1,1,1,1,3
"22558",1,1,1,1,2
"22559",7,10,10,1,5
"22560",2,2,2,1,2
"22561",1,1,1,1,1
"22562",1,1,1,1,2
"22563",1,3,3,1,5
"22564",7,10,10,1,2
"22565",6,6,6,1,2
"22566",2,2,2,1,2
"22567",NA,99,9999,1,NA
"22568",1,10,10,1,4
"22569",2,2,2,2,1
"22570",NA,99,9999,1,NA
"22571",1,1,1,1,2
"22572",6,1,1,1,5
"22573",3,2,2,1,5
"22574",3,2,2,1,4
"22575",2,2,2,6,1
"22576",6,1,1,1,2
"22577",3,10,10,1,4
"22578",6,10,10,1,5
"22579",6,6,6,1,2
"22580",1,1,1,1,1
"22581",1,1,1,1,1
"22582",6,6,6,1,2
"22583",NA,2,2,1,NA
"22584",NA,10,10,1,NA
"22585",2,2,2,1,2
"22586",1,1,1,1,1
"22587",3,3,3,1,2
"22588",9,2,2,NA,0
"22589",NA,10,10,1,NA
"22590",3,3,3,1,2
"22591",NA,99,9999,1,NA
"22592",NA,1,1,1,NA
"22593",1,1,1,1,2
"22594",1,1,1,7,2
"22595",NA,10,10,1,NA
"22596",1,3,3,NA,3
"22597",7,7,7,1,2
"22598",1,10,10,1,2
"22599",2,2,2,NA,2
"22600",1,1,1,1,2
"22601",6,6,6,4,2
"22602",4,4,4,1,2
"22603",4,4,4,NA,2
"22604",4,4,4,1,2
"22605",1,1,1,1,1
"22606",2,2,2,1,2
"22607",4,4,4,NA,1
"22608",4,4,4,1,2
"22609",3,2,2,2,4
"22610",4,7,7,2,4
"22611",3,1,1,1,3
"22612",4,10,10,2,5
"22613",4,4,4,2,2
"22614",5,5,5,3,2
"22615",2,1,1,2,4
"22616",3,4,4,2,5
"22617",3,1,1,1,4
"22618",4,2,2,2,2
"22619",4,4,4,2,1
"22620",4,4,4,2,5
"22621",9999,99,9999,2,4
"22622",3,1,1,1,4
"22623",1,1,1,2,2
"22624",4,4,4,2,2
"22625",3,1,1,NA,4
"22626",4,4,4,NA,2
"22627",6,1,1,1,2
"22628",4,10,10,2,2
"22629",3,2,2,2,5
"22630",3,3,3,NA,2
"22631",7,7,7,1,3
"22632",3,1,1,2,3
"22633",1,10,10,2,5
"22634",3,10,10,6,5
"22635",4,4,4,2,3
"22636",4,4,4,1,2
"22637",3,1,1,2,4
"22638",3,10,10,1,5
"22639",3,2,2,1,4
"22640",3,3,3,1,3
"22641",4,9,9,1,2
"22642",4,4,4,2,2
"22643",3,2,2,2,4
"22644",4,4,4,1,2
"22645",4,7,7,2,4
"22646",3,1,1,2,5
"22647",4,99,9999,2,2
"22648",3,3,3,2,5
"22649",4,10,10,2,2
"22650",4,4,4,1,2
"22651",3,1,1,2,4
"22652",3,1,1,1,4
"22653",3,1,1,2,4
"22654",4,4,4,2,2
"22655",2,2,2,1,2
"22656",4,10,10,2,4
"22657",4,4,4,2,2
"22658",NA,10,10,2,NA
"22659",4,4,4,2,2
"22660",4,4,4,2,2
"22661",7,7,7,2,2
"22662",7,7,7,2,2
"22663",4,3,3,2,3
