FINANCIAL_YEAR,YEAR_ENDING,YEAR_QUARTER,FRS_NAME,INCIDENT_TYPE,Deliberate fires
2010/11, ,"2010/11 Jan, Feb, Mar",Cleveland,Dwellings,15
2010/11, ,"2010/11 Jan, Feb, Mar",Durham,Dwellings,11
2010/11, ,"2010/11 Jan, Feb, Mar",Northumberland,Dwellings,5
2010/11, ,"2010/11 Jan, Feb, Mar",Tyne & Wear,Dwellings,29
2010/11, ,"2010/11 Jan, Feb, Mar",Cumbria,Dwellings,8
2010/11, ,"2010/11 Jan, Feb, Mar",Cheshire,Dwellings,20
2010/11, ,"2010/11 Jan, Feb, Mar",Greater Manchester,Dwellings,89
2010/11, ,"2010/11 Jan, Feb, Mar",Lancashire,Dwellings,42
2010/11, ,"2010/11 Jan, Feb, Mar",Merseyside,Dwellings,64
2010/11, ,"2010/11 Jan, Feb, Mar",Humberside,Dwellings,26
2010/11, ,"2010/11 Jan, Feb, Mar",North Yorkshire,Dwellings,14
2010/11, ,"2010/11 Jan, Feb, Mar",South Yorkshire,Dwellings,43
2010/11, ,"2010/11 Jan, Feb, Mar",West Yorkshire,Dwellings,48
2010/11, ,"2010/11 Jan, Feb, Mar",Lincolnshire,Dwellings,12
2010/11, ,"2010/11 Jan, Feb, Mar",Derbyshire,Dwellings,19
2010/11, ,"2010/11 Jan, Feb, Mar",Northamptonshire,Dwellings,10
2010/11, ,"2010/11 Jan, Feb, Mar",Leicestershire,Dwellings,15
2010/11, ,"2010/11 Jan, Feb, Mar",Nottinghamshire,Dwellings,22
2010/11, ,"2010/11 Jan, Feb, Mar",Hereford & Worcester,Dwellings,11
2010/11, ,"2010/11 Jan, Feb, Mar",Shropshire,Dwellings,9
2010/11, ,"2010/11 Jan, Feb, Mar",West Midlands,Dwellings,100
2010/11, ,"2010/11 Jan, Feb, Mar",Warwickshire,Dwellings,5
2010/11, ,"2010/11 Jan, Feb, Mar",Staffordshire,Dwellings,26
2010/11, ,"2010/11 Jan, Feb, Mar",Bedfordshire,Dwellings,12
2010/11, ,"2010/11 Jan, Feb, Mar",Cambridgeshire,Dwellings,14
2010/11, ,"2010/11 Jan, Feb, Mar",Essex,Dwellings,23
2010/11, ,"2010/11 Jan, Feb, Mar",Hertfordshire,Dwellings,11
2010/11, ,"2010/11 Jan, Feb, Mar",Norfolk,Dwellings,9
2010/11, ,"2010/11 Jan, Feb, Mar",Suffolk,Dwellings,10
2010/11, ,"2010/11 Jan, Feb, Mar",Greater London,Dwellings,121
2010/11, ,"2010/11 Jan, Feb, Mar",Greater London,Dwellings,70
2010/11, ,"2010/11 Jan, Feb, Mar",Buckinghamshire,Dwellings,10
2010/11, ,"2010/11 Jan, Feb, Mar",East Sussex,Dwellings,10
2010/11, ,"2010/11 Jan, Feb, Mar",Hampshire,Dwellings,25
2010/11, ,"2010/11 Jan, Feb, Mar",Kent,Dwellings,29
2010/11, ,"2010/11 Jan, Feb, Mar",Surrey,Dwellings,4
2010/11, ,"2010/11 Jan, Feb, Mar",Isle Of Wight,Dwellings,1
2010/11, ,"2010/11 Jan, Feb, Mar",West Sussex,Dwellings,10
2010/11, ,"2010/11 Jan, Feb, Mar",Oxfordshire,Dwellings,2
2010/11, ,"2010/11 Jan, Feb, Mar",Berkshire,Dwellings,8
2010/11, ,"2010/11 Jan, Feb, Mar",Avon,Dwellings,16
2010/11, ,"2010/11 Jan, Feb, Mar",Cornwall,Dwellings,9
2010/11, ,"2010/11 Jan, Feb, Mar",Gloucestershire,Dwellings,9
2010/11, ,"2010/11 Jan, Feb, Mar",Dorset & Wiltshire,Dwellings,8
2010/11, ,"2010/11 Jan, Feb, Mar",Dorset & Wiltshire,Dwellings,9
2010/11, ,"2010/11 Jan, Feb, Mar",Devon & Somerset,Dwellings,21
2010/11, ,"2010/11 Apr, May, Jun",Cleveland,Dwellings,23
2010/11, ,"2010/11 Apr, May, Jun",Durham,Dwellings,12
2010/11, ,"2010/11 Apr, May, Jun",Northumberland,Dwellings,7
2010/11, ,"2010/11 Apr, May, Jun",Tyne & Wear,Dwellings,49
2010/11, ,"2010/11 Apr, May, Jun",Cumbria,Dwellings,5
2010/11, ,"2010/11 Apr, May, Jun",Cheshire,Dwellings,17
2010/11, ,"2010/11 Apr, May, Jun",Greater Manchester,Dwellings,126
2010/11, ,"2010/11 Apr, May, Jun",Lancashire,Dwellings,69
2010/11, ,"2010/11 Apr, May, Jun",Merseyside,Dwellings,89
2010/11, ,"2010/11 Apr, May, Jun",Humberside,Dwellings,27
2010/11, ,"2010/11 Apr, May, Jun",North Yorkshire,Dwellings,9
2010/11, ,"2010/11 Apr, May, Jun",South Yorkshire,Dwellings,45
2010/11, ,"2010/11 Apr, May, Jun",West Yorkshire,Dwellings,77
2010/11, ,"2010/11 Apr, May, Jun",Lincolnshire,Dwellings,12
2010/11, ,"2010/11 Apr, May, Jun",Derbyshire,Dwellings,19
2010/11, ,"2010/11 Apr, May, Jun",Northamptonshire,Dwellings,17
2010/11, ,"2010/11 Apr, May, Jun",Leicestershire,Dwellings,20
2010/11, ,"2010/11 Apr, May, Jun",Nottinghamshire,Dwellings,30
2010/11, ,"2010/11 Apr, May, Jun",Hereford & Worcester,Dwellings,9
2010/11, ,"2010/11 Apr, May, Jun",Shropshire,Dwellings,7
2010/11, ,"2010/11 Apr, May, Jun",West Midlands,Dwellings,99
2010/11, ,"2010/11 Apr, May, Jun",Warwickshire,Dwellings,5
2010/11, ,"2010/11 Apr, May, Jun",Staffordshire,Dwellings,37
2010/11, ,"2010/11 Apr, May, Jun",Bedfordshire,Dwellings,16
2010/11, ,"2010/11 Apr, May, Jun",Cambridgeshire,Dwellings,13
2010/11, ,"2010/11 Apr, May, Jun",Essex,Dwellings,26
2010/11, ,"2010/11 Apr, May, Jun",Hertfordshire,Dwellings,19
2010/11, ,"2010/11 Apr, May, Jun",Norfolk,Dwellings,18
2010/11, ,"2010/11 Apr, May, Jun",Suffolk,Dwellings,16
2010/11, ,"2010/11 Apr, May, Jun",Greater London,Dwellings,125
2010/11, ,"2010/11 Apr, May, Jun",Greater London,Dwellings,70
2010/11, ,"2010/11 Apr, May, Jun",Buckinghamshire,Dwellings,14
2010/11, ,"2010/11 Apr, May, Jun",East Sussex,Dwellings,21
2010/11, ,"2010/11 Apr, May, Jun",Hampshire,Dwellings,24
2010/11, ,"2010/11 Apr, May, Jun",Kent,Dwellings,35
2010/11, ,"2010/11 Apr, May, Jun",Surrey,Dwellings,8
2010/11, ,"2010/11 Apr, May, Jun",Isle Of Wight,Dwellings,2
2010/11, ,"2010/11 Apr, May, Jun",West Sussex,Dwellings,14
2010/11, ,"2010/11 Apr, May, Jun",Oxfordshire,Dwellings,10
2010/11, ,"2010/11 Apr, May, Jun",Berkshire,Dwellings,6
2010/11, ,"2010/11 Apr, May, Jun",Avon,Dwellings,22
2010/11, ,"2010/11 Apr, May, Jun",Cornwall,Dwellings,4
2010/11, ,"2010/11 Apr, May, Jun",Gloucestershire,Dwellings,2
2010/11, ,"2010/11 Apr, May, Jun",Dorset & Wiltshire,Dwellings,14
2010/11, ,"2010/11 Apr, May, Jun",Dorset & Wiltshire,Dwellings,2
2010/11, ,"2010/11 Apr, May, Jun",Devon & Somerset,Dwellings,29
2010/11, ,"2010/11 Jul, Aug, Sep",Cleveland,Dwellings,24
2010/11, ,"2010/11 Jul, Aug, Sep",Durham,Dwellings,14
2010/11, ,"2010/11 Jul, Aug, Sep",Northumberland,Dwellings,4
2010/11, ,"2010/11 Jul, Aug, Sep",Tyne & Wear,Dwellings,37
2010/11, ,"2010/11 Jul, Aug, Sep",Cumbria,Dwellings,9
2010/11, ,"2010/11 Jul, Aug, Sep",Cheshire,Dwellings,15
2010/11, ,"2010/11 Jul, Aug, Sep",Greater Manchester,Dwellings,105
2010/11, ,"2010/11 Jul, Aug, Sep",Lancashire,Dwellings,43
2010/11, ,"2010/11 Jul, Aug, Sep",Merseyside,Dwellings,65
2010/11, ,"2010/11 Jul, Aug, Sep",Humberside,Dwellings,39
2010/11, ,"2010/11 Jul, Aug, Sep",North Yorkshire,Dwellings,6
2010/11, ,"2010/11 Jul, Aug, Sep",South Yorkshire,Dwellings,43
2010/11, ,"2010/11 Jul, Aug, Sep",West Yorkshire,Dwellings,67
2010/11, ,"2010/11 Jul, Aug, Sep",Lincolnshire,Dwellings,10
2010/11, ,"2010/11 Jul, Aug, Sep",Derbyshire,Dwellings,23
2010/11, ,"2010/11 Jul, Aug, Sep",Northamptonshire,Dwellings,13
2010/11, ,"2010/11 Jul, Aug, Sep",Leicestershire,Dwellings,16
2010/11, ,"2010/11 Jul, Aug, Sep",Nottinghamshire,Dwellings,27
2010/11, ,"2010/11 Jul, Aug, Sep",Hereford & Worcester,Dwellings,9
2010/11, ,"2010/11 Jul, Aug, Sep",Shropshire,Dwellings,13
2010/11, ,"2010/11 Jul, Aug, Sep",West Midlands,Dwellings,101
2010/11, ,"2010/11 Jul, Aug, Sep",Warwickshire,Dwellings,6
2010/11, ,"2010/11 Jul, Aug, Sep",Staffordshire,Dwellings,26
2010/11, ,"2010/11 Jul, Aug, Sep",Bedfordshire,Dwellings,10
2010/11, ,"2010/11 Jul, Aug, Sep",Cambridgeshire,Dwellings,8
2010/11, ,"2010/11 Jul, Aug, Sep",Essex,Dwellings,27
2010/11, ,"2010/11 Jul, Aug, Sep",Hertfordshire,Dwellings,13
2010/11, ,"2010/11 Jul, Aug, Sep",Norfolk,Dwellings,17
2010/11, ,"2010/11 Jul, Aug, Sep",Suffolk,Dwellings,17
2010/11, ,"2010/11 Jul, Aug, Sep",Greater London,Dwellings,112
2010/11, ,"2010/11 Jul, Aug, Sep",Greater London,Dwellings,82
2010/11, ,"2010/11 Jul, Aug, Sep",Buckinghamshire,Dwellings,20
2010/11, ,"2010/11 Jul, Aug, Sep",East Sussex,Dwellings,16
2010/11, ,"2010/11 Jul, Aug, Sep",Hampshire,Dwellings,21
2010/11, ,"2010/11 Jul, Aug, Sep",Kent,Dwellings,28
2010/11, ,"2010/11 Jul, Aug, Sep",Surrey,Dwellings,14
2010/11, ,"2010/11 Jul, Aug, Sep",Isle Of Wight,Dwellings,2
2010/11, ,"2010/11 Jul, Aug, Sep",West Sussex,Dwellings,16
2010/11, ,"2010/11 Jul, Aug, Sep",Oxfordshire,Dwellings,4
2010/11, ,"2010/11 Jul, Aug, Sep",Berkshire,Dwellings,16
2010/11, ,"2010/11 Jul, Aug, Sep",Avon,Dwellings,20
2010/11, ,"2010/11 Jul, Aug, Sep",Cornwall,Dwellings,8
2010/11, ,"2010/11 Jul, Aug, Sep",Gloucestershire,Dwellings,9
2010/11, ,"2010/11 Jul, Aug, Sep",Dorset & Wiltshire,Dwellings,8
2010/11, ,"2010/11 Jul, Aug, Sep",Dorset & Wiltshire,Dwellings,10
2010/11, ,"2010/11 Jul, Aug, Sep",Devon & Somerset,Dwellings,33
2010/11, ,"2010/11 Oct, Nov, Dec",Cleveland,Dwellings,19
2010/11, ,"2010/11 Oct, Nov, Dec",Durham,Dwellings,17
2010/11, ,"2010/11 Oct, Nov, Dec",Northumberland,Dwellings,6
2010/11, ,"2010/11 Oct, Nov, Dec",Tyne & Wear,Dwellings,36
2010/11, ,"2010/11 Oct, Nov, Dec",Cumbria,Dwellings,7
2010/11, ,"2010/11 Oct, Nov, Dec",Cheshire,Dwellings,17
2010/11, ,"2010/11 Oct, Nov, Dec",Greater Manchester,Dwellings,124
2010/11, ,"2010/11 Oct, Nov, Dec",Lancashire,Dwellings,45
2010/11, ,"2010/11 Oct, Nov, Dec",Merseyside,Dwellings,93
2010/11, ,"2010/11 Oct, Nov, Dec",Humberside,Dwellings,33
2010/11, ,"2010/11 Oct, Nov, Dec",North Yorkshire,Dwellings,7
2010/11, ,"2010/11 Oct, Nov, Dec",South Yorkshire,Dwellings,51
2010/11, ,"2010/11 Oct, Nov, Dec",West Yorkshire,Dwellings,85
2010/11, ,"2010/11 Oct, Nov, Dec",Lincolnshire,Dwellings,15
2010/11, ,"2010/11 Oct, Nov, Dec",Derbyshire,Dwellings,18
2010/11, ,"2010/11 Oct, Nov, Dec",Northamptonshire,Dwellings,13
2010/11, ,"2010/11 Oct, Nov, Dec",Leicestershire,Dwellings,21
2010/11, ,"2010/11 Oct, Nov, Dec",Nottinghamshire,Dwellings,35
2010/11, ,"2010/11 Oct, Nov, Dec",Hereford & Worcester,Dwellings,11
2010/11, ,"2010/11 Oct, Nov, Dec",Shropshire,Dwellings,14
2010/11, ,"2010/11 Oct, Nov, Dec",West Midlands,Dwellings,105
2010/11, ,"2010/11 Oct, Nov, Dec",Warwickshire,Dwellings,6
2010/11, ,"2010/11 Oct, Nov, Dec",Staffordshire,Dwellings,29
2010/11, ,"2010/11 Oct, Nov, Dec",Bedfordshire,Dwellings,13
2010/11, ,"2010/11 Oct, Nov, Dec",Cambridgeshire,Dwellings,14
2010/11, ,"2010/11 Oct, Nov, Dec",Essex,Dwellings,28
2010/11, ,"2010/11 Oct, Nov, Dec",Hertfordshire,Dwellings,8
2010/11, ,"2010/11 Oct, Nov, Dec",Norfolk,Dwellings,11
2010/11, ,"2010/11 Oct, Nov, Dec",Suffolk,Dwellings,14
2010/11, ,"2010/11 Oct, Nov, Dec",Greater London,Dwellings,113
2010/11, ,"2010/11 Oct, Nov, Dec",Greater London,Dwellings,58
2010/11, ,"2010/11 Oct, Nov, Dec",Buckinghamshire,Dwellings,13
2010/11, ,"2010/11 Oct, Nov, Dec",East Sussex,Dwellings,20
2010/11, ,"2010/11 Oct, Nov, Dec",Hampshire,Dwellings,23
2010/11, ,"2010/11 Oct, Nov, Dec",Kent,Dwellings,31
2010/11, ,"2010/11 Oct, Nov, Dec",Surrey,Dwellings,10
2010/11, ,"2010/11 Oct, Nov, Dec",Isle Of Wight,Dwellings,1
2010/11, ,"2010/11 Oct, Nov, Dec",West Sussex,Dwellings,11
2010/11, ,"2010/11 Oct, Nov, Dec",Oxfordshire,Dwellings,8
2010/11, ,"2010/11 Oct, Nov, Dec",Berkshire,Dwellings,6
2010/11, ,"2010/11 Oct, Nov, Dec",Avon,Dwellings,19
2010/11, ,"2010/11 Oct, Nov, Dec",Cornwall,Dwellings,8
2010/11, ,"2010/11 Oct, Nov, Dec",Gloucestershire,Dwellings,5
2010/11, ,"2010/11 Oct, Nov, Dec",Isles Of Scilly,Dwellings,1
2010/11, ,"2010/11 Oct, Nov, Dec",Dorset & Wiltshire,Dwellings,3
2010/11, ,"2010/11 Oct, Nov, Dec",Dorset & Wiltshire,Dwellings,5
2010/11, ,"2010/11 Oct, Nov, Dec",Devon & Somerset,Dwellings,31
2011/12, ,"2011/12 Jan, Feb, Mar",Cleveland,Dwellings,15
2011/12, ,"2011/12 Jan, Feb, Mar",Durham,Dwellings,15
2011/12, ,"2011/12 Jan, Feb, Mar",Northumberland,Dwellings,5
2011/12, ,"2011/12 Jan, Feb, Mar",Tyne & Wear,Dwellings,40
2011/12, ,"2011/12 Jan, Feb, Mar",Cumbria,Dwellings,4
2011/12, ,"2011/12 Jan, Feb, Mar",Cheshire,Dwellings,23
2011/12, ,"2011/12 Jan, Feb, Mar",Greater Manchester,Dwellings,77
2011/12, ,"2011/12 Jan, Feb, Mar",Lancashire,Dwellings,36
2011/12, ,"2011/12 Jan, Feb, Mar",Merseyside,Dwellings,68
2011/12, ,"2011/12 Jan, Feb, Mar",Humberside,Dwellings,25
2011/12, ,"2011/12 Jan, Feb, Mar",North Yorkshire,Dwellings,11
2011/12, ,"2011/12 Jan, Feb, Mar",South Yorkshire,Dwellings,41
2011/12, ,"2011/12 Jan, Feb, Mar",West Yorkshire,Dwellings,53
2011/12, ,"2011/12 Jan, Feb, Mar",Lincolnshire,Dwellings,11
2011/12, ,"2011/12 Jan, Feb, Mar",Derbyshire,Dwellings,15
2011/12, ,"2011/12 Jan, Feb, Mar",Northamptonshire,Dwellings,7
2011/12, ,"2011/12 Jan, Feb, Mar",Leicestershire,Dwellings,16
2011/12, ,"2011/12 Jan, Feb, Mar",Nottinghamshire,Dwellings,14
2011/12, ,"2011/12 Jan, Feb, Mar",Hereford & Worcester,Dwellings,7
2011/12, ,"2011/12 Jan, Feb, Mar",Shropshire,Dwellings,5
2011/12, ,"2011/12 Jan, Feb, Mar",West Midlands,Dwellings,66
2011/12, ,"2011/12 Jan, Feb, Mar",Warwickshire,Dwellings,2
2011/12, ,"2011/12 Jan, Feb, Mar",Staffordshire,Dwellings,20
2011/12, ,"2011/12 Jan, Feb, Mar",Bedfordshire,Dwellings,18
2011/12, ,"2011/12 Jan, Feb, Mar",Cambridgeshire,Dwellings,12
2011/12, ,"2011/12 Jan, Feb, Mar",Essex,Dwellings,15
2011/12, ,"2011/12 Jan, Feb, Mar",Hertfordshire,Dwellings,15
2011/12, ,"2011/12 Jan, Feb, Mar",Norfolk,Dwellings,9
2011/12, ,"2011/12 Jan, Feb, Mar",Suffolk,Dwellings,7
2011/12, ,"2011/12 Jan, Feb, Mar",Greater London,Dwellings,83
2011/12, ,"2011/12 Jan, Feb, Mar",Greater London,Dwellings,56
2011/12, ,"2011/12 Jan, Feb, Mar",Buckinghamshire,Dwellings,7
2011/12, ,"2011/12 Jan, Feb, Mar",East Sussex,Dwellings,19
2011/12, ,"2011/12 Jan, Feb, Mar",Hampshire,Dwellings,21
2011/12, ,"2011/12 Jan, Feb, Mar",Kent,Dwellings,30
2011/12, ,"2011/12 Jan, Feb, Mar",Surrey,Dwellings,7
2011/12, ,"2011/12 Jan, Feb, Mar",Isle Of Wight,Dwellings,1
2011/12, ,"2011/12 Jan, Feb, Mar",West Sussex,Dwellings,15
2011/12, ,"2011/12 Jan, Feb, Mar",Oxfordshire,Dwellings,5
2011/12, ,"2011/12 Jan, Feb, Mar",Berkshire,Dwellings,13
2011/12, ,"2011/12 Jan, Feb, Mar",Avon,Dwellings,18
2011/12, ,"2011/12 Jan, Feb, Mar",Cornwall,Dwellings,10
2011/12, ,"2011/12 Jan, Feb, Mar",Gloucestershire,Dwellings,2
2011/12, ,"2011/12 Jan, Feb, Mar",Dorset & Wiltshire,Dwellings,11
2011/12, ,"2011/12 Jan, Feb, Mar",Dorset & Wiltshire,Dwellings,8
2011/12, ,"2011/12 Jan, Feb, Mar",Devon & Somerset,Dwellings,28
2011/12, ,"2011/12 Apr, May, Jun",Cleveland,Dwellings,17
2011/12, ,"2011/12 Apr, May, Jun",Durham,Dwellings,12
2011/12, ,"2011/12 Apr, May, Jun",Northumberland,Dwellings,1
2011/12, ,"2011/12 Apr, May, Jun",Tyne & Wear,Dwellings,31
2011/12, ,"2011/12 Apr, May, Jun",Cumbria,Dwellings,9
2011/12, ,"2011/12 Apr, May, Jun",Cheshire,Dwellings,11
2011/12, ,"2011/12 Apr, May, Jun",Greater Manchester,Dwellings,133
2011/12, ,"2011/12 Apr, May, Jun",Lancashire,Dwellings,52
2011/12, ,"2011/12 Apr, May, Jun",Merseyside,Dwellings,98
2011/12, ,"2011/12 Apr, May, Jun",Humberside,Dwellings,32
2011/12, ,"2011/12 Apr, May, Jun",North Yorkshire,Dwellings,4
2011/12, ,"2011/12 Apr, May, Jun",South Yorkshire,Dwellings,27
2011/12, ,"2011/12 Apr, May, Jun",West Yorkshire,Dwellings,83
2011/12, ,"2011/12 Apr, May, Jun",Lincolnshire,Dwellings,12
2011/12, ,"2011/12 Apr, May, Jun",Derbyshire,Dwellings,15
2011/12, ,"2011/12 Apr, May, Jun",Northamptonshire,Dwellings,9
2011/12, ,"2011/12 Apr, May, Jun",Leicestershire,Dwellings,14
2011/12, ,"2011/12 Apr, May, Jun",Nottinghamshire,Dwellings,24
2011/12, ,"2011/12 Apr, May, Jun",Hereford & Worcester,Dwellings,13
2011/12, ,"2011/12 Apr, May, Jun",Shropshire,Dwellings,7
2011/12, ,"2011/12 Apr, May, Jun",West Midlands,Dwellings,114
2011/12, ,"2011/12 Apr, May, Jun",Warwickshire,Dwellings,2
2011/12, ,"2011/12 Apr, May, Jun",Staffordshire,Dwellings,31
2011/12, ,"2011/12 Apr, May, Jun",Bedfordshire,Dwellings,15
2011/12, ,"2011/12 Apr, May, Jun",Cambridgeshire,Dwellings,12
2011/12, ,"2011/12 Apr, May, Jun",Essex,Dwellings,20
2011/12, ,"2011/12 Apr, May, Jun",Hertfordshire,Dwellings,7
2011/12, ,"2011/12 Apr, May, Jun",Norfolk,Dwellings,16
2011/12, ,"2011/12 Apr, May, Jun",Suffolk,Dwellings,7
2011/12, ,"2011/12 Apr, May, Jun",Greater London,Dwellings,117
2011/12, ,"2011/12 Apr, May, Jun",Greater London,Dwellings,74
2011/12, ,"2011/12 Apr, May, Jun",Buckinghamshire,Dwellings,10
2011/12, ,"2011/12 Apr, May, Jun",East Sussex,Dwellings,26
2011/12, ,"2011/12 Apr, May, Jun",Hampshire,Dwellings,32
2011/12, ,"2011/12 Apr, May, Jun",Kent,Dwellings,33
2011/12, ,"2011/12 Apr, May, Jun",Surrey,Dwellings,10
2011/12, ,"2011/12 Apr, May, Jun",West Sussex,Dwellings,11
2011/12, ,"2011/12 Apr, May, Jun",Oxfordshire,Dwellings,6
2011/12, ,"2011/12 Apr, May, Jun",Berkshire,Dwellings,11
2011/12, ,"2011/12 Apr, May, Jun",Avon,Dwellings,21
2011/12, ,"2011/12 Apr, May, Jun",Cornwall,Dwellings,6
2011/12, ,"2011/12 Apr, May, Jun",Gloucestershire,Dwellings,7
2011/12, ,"2011/12 Apr, May, Jun",Dorset & Wiltshire,Dwellings,9
2011/12, ,"2011/12 Apr, May, Jun",Dorset & Wiltshire,Dwellings,4
2011/12, ,"2011/12 Apr, May, Jun",Devon & Somerset,Dwellings,24
2011/12, ,"2011/12 Jul, Aug, Sep",Cleveland,Dwellings,27
2011/12, ,"2011/12 Jul, Aug, Sep",Durham,Dwellings,19
2011/12, ,"2011/12 Jul, Aug, Sep",Northumberland,Dwellings,9
2011/12, ,"2011/12 Jul, Aug, Sep",Tyne & Wear,Dwellings,25
2011/12, ,"2011/12 Jul, Aug, Sep",Cumbria,Dwellings,8
2011/12, ,"2011/12 Jul, Aug, Sep",Cheshire,Dwellings,26
2011/12, ,"2011/12 Jul, Aug, Sep",Greater Manchester,Dwellings,135
2011/12, ,"2011/12 Jul, Aug, Sep",Lancashire,Dwellings,49
2011/12, ,"2011/12 Jul, Aug, Sep",Merseyside,Dwellings,91
2011/12, ,"2011/12 Jul, Aug, Sep",Humberside,Dwellings,25
2011/12, ,"2011/12 Jul, Aug, Sep",North Yorkshire,Dwellings,5
2011/12, ,"2011/12 Jul, Aug, Sep",South Yorkshire,Dwellings,38
2011/12, ,"2011/12 Jul, Aug, Sep",West Yorkshire,Dwellings,79
2011/12, ,"2011/12 Jul, Aug, Sep",Lincolnshire,Dwellings,5
2011/12, ,"2011/12 Jul, Aug, Sep",Derbyshire,Dwellings,15
2011/12, ,"2011/12 Jul, Aug, Sep",Northamptonshire,Dwellings,13
2011/12, ,"2011/12 Jul, Aug, Sep",Leicestershire,Dwellings,13
2011/12, ,"2011/12 Jul, Aug, Sep",Nottinghamshire,Dwellings,23
2011/12, ,"2011/12 Jul, Aug, Sep",Hereford & Worcester,Dwellings,20
2011/12, ,"2011/12 Jul, Aug, Sep",Shropshire,Dwellings,10
2011/12, ,"2011/12 Jul, Aug, Sep",West Midlands,Dwellings,97
2011/12, ,"2011/12 Jul, Aug, Sep",Warwickshire,Dwellings,6
2011/12, ,"2011/12 Jul, Aug, Sep",Staffordshire,Dwellings,28
2011/12, ,"2011/12 Jul, Aug, Sep",Bedfordshire,Dwellings,21
2011/12, ,"2011/12 Jul, Aug, Sep",Cambridgeshire,Dwellings,21
2011/12, ,"2011/12 Jul, Aug, Sep",Essex,Dwellings,29
2011/12, ,"2011/12 Jul, Aug, Sep",Hertfordshire,Dwellings,10
2011/12, ,"2011/12 Jul, Aug, Sep",Norfolk,Dwellings,11
2011/12, ,"2011/12 Jul, Aug, Sep",Suffolk,Dwellings,7
2011/12, ,"2011/12 Jul, Aug, Sep",Greater London,Dwellings,130
2011/12, ,"2011/12 Jul, Aug, Sep",Greater London,Dwellings,63
2011/12, ,"2011/12 Jul, Aug, Sep",Buckinghamshire,Dwellings,9
2011/12, ,"2011/12 Jul, Aug, Sep",East Sussex,Dwellings,14
2011/12, ,"2011/12 Jul, Aug, Sep",Hampshire,Dwellings,16
2011/12, ,"2011/12 Jul, Aug, Sep",Kent,Dwellings,28
2011/12, ,"2011/12 Jul, Aug, Sep",Surrey,Dwellings,6
2011/12, ,"2011/12 Jul, Aug, Sep",Isle Of Wight,Dwellings,1
2011/12, ,"2011/12 Jul, Aug, Sep",West Sussex,Dwellings,11
2011/12, ,"2011/12 Jul, Aug, Sep",Oxfordshire,Dwellings,3
2011/12, ,"2011/12 Jul, Aug, Sep",Berkshire,Dwellings,12
2011/12, ,"2011/12 Jul, Aug, Sep",Avon,Dwellings,30
2011/12, ,"2011/12 Jul, Aug, Sep",Cornwall,Dwellings,14
2011/12, ,"2011/12 Jul, Aug, Sep",Gloucestershire,Dwellings,9
2011/12, ,"2011/12 Jul, Aug, Sep",Dorset & Wiltshire,Dwellings,5
2011/12, ,"2011/12 Jul, Aug, Sep",Dorset & Wiltshire,Dwellings,8
2011/12, ,"2011/12 Jul, Aug, Sep",Devon & Somerset,Dwellings,20
2011/12, ,"2011/12 Oct, Nov, Dec",Cleveland,Dwellings,24
2011/12, ,"2011/12 Oct, Nov, Dec",Durham,Dwellings,13
2011/12, ,"2011/12 Oct, Nov, Dec",Northumberland,Dwellings,7
2011/12, ,"2011/12 Oct, Nov, Dec",Tyne & Wear,Dwellings,36
2011/12, ,"2011/12 Oct, Nov, Dec",Cumbria,Dwellings,12
2011/12, ,"2011/12 Oct, Nov, Dec",Cheshire,Dwellings,21
2011/12, ,"2011/12 Oct, Nov, Dec",Greater Manchester,Dwellings,105
2011/12, ,"2011/12 Oct, Nov, Dec",Lancashire,Dwellings,43
2011/12, ,"2011/12 Oct, Nov, Dec",Merseyside,Dwellings,102
2011/12, ,"2011/12 Oct, Nov, Dec",Humberside,Dwellings,31
2011/12, ,"2011/12 Oct, Nov, Dec",North Yorkshire,Dwellings,6
2011/12, ,"2011/12 Oct, Nov, Dec",South Yorkshire,Dwellings,30
2011/12, ,"2011/12 Oct, Nov, Dec",West Yorkshire,Dwellings,73
2011/12, ,"2011/12 Oct, Nov, Dec",Lincolnshire,Dwellings,9
2011/12, ,"2011/12 Oct, Nov, Dec",Derbyshire,Dwellings,25
2011/12, ,"2011/12 Oct, Nov, Dec",Northamptonshire,Dwellings,10
2011/12, ,"2011/12 Oct, Nov, Dec",Leicestershire,Dwellings,11
2011/12, ,"2011/12 Oct, Nov, Dec",Nottinghamshire,Dwellings,17
2011/12, ,"2011/12 Oct, Nov, Dec",Hereford & Worcester,Dwellings,12
2011/12, ,"2011/12 Oct, Nov, Dec",Shropshire,Dwellings,7
2011/12, ,"2011/12 Oct, Nov, Dec",West Midlands,Dwellings,87
2011/12, ,"2011/12 Oct, Nov, Dec",Warwickshire,Dwellings,6
2011/12, ,"2011/12 Oct, Nov, Dec",Staffordshire,Dwellings,22
2011/12, ,"2011/12 Oct, Nov, Dec",Bedfordshire,Dwellings,21
2011/12, ,"2011/12 Oct, Nov, Dec",Cambridgeshire,Dwellings,19
2011/12, ,"2011/12 Oct, Nov, Dec",Essex,Dwellings,25
2011/12, ,"2011/12 Oct, Nov, Dec",Hertfordshire,Dwellings,9
2011/12, ,"2011/12 Oct, Nov, Dec",Norfolk,Dwellings,10
2011/12, ,"2011/12 Oct, Nov, Dec",Suffolk,Dwellings,13
2011/12, ,"2011/12 Oct, Nov, Dec",Greater London,Dwellings,101
2011/12, ,"2011/12 Oct, Nov, Dec",Greater London,Dwellings,54
