FINANCIAL_YEAR,YEAR_ENDING,YEAR_QUARTER,FRS_NAME,INCIDENT_TYPE,Deliberate fires
2013/14, ,"2013/14 Oct, Nov, Dec",Cornwall,Road vehicles,12
2013/14, ,"2013/14 Oct, Nov, Dec",Gloucestershire,Road vehicles,15
2013/14, ,"2013/14 Oct, Nov, Dec",Dorset & Wiltshire,Road vehicles,20
2013/14, ,"2013/14 Oct, Nov, Dec",Dorset & Wiltshire,Road vehicles,12
2013/14, ,"2013/14 Oct, Nov, Dec",Devon & Somerset,Road vehicles,54
2014/15, ,"2014/15 Jan, Feb, Mar",Cleveland,Road vehicles,26
2014/15, ,"2014/15 Jan, Feb, Mar",Durham,Road vehicles,23
2014/15, ,"2014/15 Jan, Feb, Mar",Northumberland,Road vehicles,13
2014/15, ,"2014/15 Jan, Feb, Mar",Tyne & Wear,Road vehicles,69
2014/15, ,"2014/15 Jan, Feb, Mar",Cumbria,Road vehicles,10
2014/15, ,"2014/15 Jan, Feb, Mar",Cheshire,Road vehicles,13
2014/15, ,"2014/15 Jan, Feb, Mar",Greater Manchester,Road vehicles,148
2014/15, ,"2014/15 Jan, Feb, Mar",Lancashire,Road vehicles,41
2014/15, ,"2014/15 Jan, Feb, Mar",Merseyside,Road vehicles,127
2014/15, ,"2014/15 Jan, Feb, Mar",Humberside,Road vehicles,43
2014/15, ,"2014/15 Jan, Feb, Mar",North Yorkshire,Road vehicles,7
2014/15, ,"2014/15 Jan, Feb, Mar",South Yorkshire,Road vehicles,97
2014/15, ,"2014/15 Jan, Feb, Mar",West Yorkshire,Road vehicles,117
2014/15, ,"2014/15 Jan, Feb, Mar",Lincolnshire,Road vehicles,21
2014/15, ,"2014/15 Jan, Feb, Mar",Derbyshire,Road vehicles,31
2014/15, ,"2014/15 Jan, Feb, Mar",Northamptonshire,Road vehicles,32
2014/15, ,"2014/15 Jan, Feb, Mar",Leicestershire,Road vehicles,58
2014/15, ,"2014/15 Jan, Feb, Mar",Nottinghamshire,Road vehicles,46
2014/15, ,"2014/15 Jan, Feb, Mar",Hereford & Worcester,Road vehicles,20
2014/15, ,"2014/15 Jan, Feb, Mar",Shropshire,Road vehicles,11
2014/15, ,"2014/15 Jan, Feb, Mar",West Midlands,Road vehicles,154
2014/15, ,"2014/15 Jan, Feb, Mar",Warwickshire,Road vehicles,19
2014/15, ,"2014/15 Jan, Feb, Mar",Staffordshire,Road vehicles,26
2014/15, ,"2014/15 Jan, Feb, Mar",Bedfordshire,Road vehicles,42
2014/15, ,"2014/15 Jan, Feb, Mar",Cambridgeshire,Road vehicles,33
2014/15, ,"2014/15 Jan, Feb, Mar",Essex,Road vehicles,52
2014/15, ,"2014/15 Jan, Feb, Mar",Hertfordshire,Road vehicles,33
2014/15, ,"2014/15 Jan, Feb, Mar",Norfolk,Road vehicles,24
2014/15, ,"2014/15 Jan, Feb, Mar",Suffolk,Road vehicles,15
2014/15, ,"2014/15 Jan, Feb, Mar",Greater London,Road vehicles,111
2014/15, ,"2014/15 Jan, Feb, Mar",Greater London,Road vehicles,83
2014/15, ,"2014/15 Jan, Feb, Mar",Buckinghamshire,Road vehicles,21
2014/15, ,"2014/15 Jan, Feb, Mar",East Sussex,Road vehicles,21
2014/15, ,"2014/15 Jan, Feb, Mar",Hampshire,Road vehicles,37
2014/15, ,"2014/15 Jan, Feb, Mar",Kent,Road vehicles,69
2014/15, ,"2014/15 Jan, Feb, Mar",Surrey,Road vehicles,26
2014/15, ,"2014/15 Jan, Feb, Mar",Isle Of Wight,Road vehicles,2
2014/15, ,"2014/15 Jan, Feb, Mar",West Sussex,Road vehicles,23
2014/15, ,"2014/15 Jan, Feb, Mar",Oxfordshire,Road vehicles,10
2014/15, ,"2014/15 Jan, Feb, Mar",Berkshire,Road vehicles,17
2014/15, ,"2014/15 Jan, Feb, Mar",Avon,Road vehicles,57
2014/15, ,"2014/15 Jan, Feb, Mar",Cornwall,Road vehicles,6
2014/15, ,"2014/15 Jan, Feb, Mar",Gloucestershire,Road vehicles,10
2014/15, ,"2014/15 Jan, Feb, Mar",Dorset & Wiltshire,Road vehicles,19
2014/15, ,"2014/15 Jan, Feb, Mar",Dorset & Wiltshire,Road vehicles,11
2014/15, ,"2014/15 Jan, Feb, Mar",Devon & Somerset,Road vehicles,24
2014/15, ,"2014/15 Apr, May, Jun",Cleveland,Road vehicles,33
2014/15, ,"2014/15 Apr, May, Jun",Durham,Road vehicles,35
2014/15, ,"2014/15 Apr, May, Jun",Northumberland,Road vehicles,8
2014/15, ,"2014/15 Apr, May, Jun",Tyne & Wear,Road vehicles,60
2014/15, ,"2014/15 Apr, May, Jun",Cumbria,Road vehicles,9
2014/15, ,"2014/15 Apr, May, Jun",Cheshire,Road vehicles,27
2014/15, ,"2014/15 Apr, May, Jun",Greater Manchester,Road vehicles,144
2014/15, ,"2014/15 Apr, May, Jun",Lancashire,Road vehicles,59
2014/15, ,"2014/15 Apr, May, Jun",Merseyside,Road vehicles,123
2014/15, ,"2014/15 Apr, May, Jun",Humberside,Road vehicles,49
2014/15, ,"2014/15 Apr, May, Jun",North Yorkshire,Road vehicles,10
2014/15, ,"2014/15 Apr, May, Jun",South Yorkshire,Road vehicles,81
2014/15, ,"2014/15 Apr, May, Jun",West Yorkshire,Road vehicles,139
2014/15, ,"2014/15 Apr, May, Jun",Lincolnshire,Road vehicles,31
2014/15, ,"2014/15 Apr, May, Jun",Derbyshire,Road vehicles,28
2014/15, ,"2014/15 Apr, May, Jun",Northamptonshire,Road vehicles,33
2014/15, ,"2014/15 Apr, May, Jun",Leicestershire,Road vehicles,44
2014/15, ,"2014/15 Apr, May, Jun",Nottinghamshire,Road vehicles,33
2014/15, ,"2014/15 Apr, May, Jun",Hereford & Worcester,Road vehicles,19
2014/15, ,"2014/15 Apr, May, Jun",Shropshire,Road vehicles,8
2014/15, ,"2014/15 Apr, May, Jun",West Midlands,Road vehicles,153
2014/15, ,"2014/15 Apr, May, Jun",Warwickshire,Road vehicles,19
2014/15, ,"2014/15 Apr, May, Jun",Staffordshire,Road vehicles,27
2014/15, ,"2014/15 Apr, May, Jun",Bedfordshire,Road vehicles,33
2014/15, ,"2014/15 Apr, May, Jun",Cambridgeshire,Road vehicles,36
2014/15, ,"2014/15 Apr, May, Jun",Essex,Road vehicles,48
2014/15, ,"2014/15 Apr, May, Jun",Hertfordshire,Road vehicles,25
2014/15, ,"2014/15 Apr, May, Jun",Norfolk,Road vehicles,12
2014/15, ,"2014/15 Apr, May, Jun",Suffolk,Road vehicles,8
2014/15, ,"2014/15 Apr, May, Jun",Greater London,Road vehicles,129
2014/15, ,"2014/15 Apr, May, Jun",Greater London,Road vehicles,69
2014/15, ,"2014/15 Apr, May, Jun",Buckinghamshire,Road vehicles,17
2014/15, ,"2014/15 Apr, May, Jun",East Sussex,Road vehicles,32
2014/15, ,"2014/15 Apr, May, Jun",Hampshire,Road vehicles,35
2014/15, ,"2014/15 Apr, May, Jun",Kent,Road vehicles,80
2014/15, ,"2014/15 Apr, May, Jun",Surrey,Road vehicles,25
2014/15, ,"2014/15 Apr, May, Jun",Isle Of Wight,Road vehicles,3
2014/15, ,"2014/15 Apr, May, Jun",West Sussex,Road vehicles,33
2014/15, ,"2014/15 Apr, May, Jun",Oxfordshire,Road vehicles,6
2014/15, ,"2014/15 Apr, May, Jun",Berkshire,Road vehicles,17
2014/15, ,"2014/15 Apr, May, Jun",Avon,Road vehicles,94
2014/15, ,"2014/15 Apr, May, Jun",Cornwall,Road vehicles,6
2014/15, ,"2014/15 Apr, May, Jun",Gloucestershire,Road vehicles,24
2014/15, ,"2014/15 Apr, May, Jun",Dorset & Wiltshire,Road vehicles,15
2014/15, ,"2014/15 Apr, May, Jun",Dorset & Wiltshire,Road vehicles,12
2014/15, ,"2014/15 Apr, May, Jun",Devon & Somerset,Road vehicles,53
2014/15, ,"2014/15 Jul, Aug, Sep",Cleveland,Road vehicles,32
2014/15, ,"2014/15 Jul, Aug, Sep",Durham,Road vehicles,46
2014/15, ,"2014/15 Jul, Aug, Sep",Northumberland,Road vehicles,15
2014/15, ,"2014/15 Jul, Aug, Sep",Tyne & Wear,Road vehicles,66
2014/15, ,"2014/15 Jul, Aug, Sep",Cumbria,Road vehicles,7
2014/15, ,"2014/15 Jul, Aug, Sep",Cheshire,Road vehicles,27
2014/15, ,"2014/15 Jul, Aug, Sep",Greater Manchester,Road vehicles,182
2014/15, ,"2014/15 Jul, Aug, Sep",Lancashire,Road vehicles,59
2014/15, ,"2014/15 Jul, Aug, Sep",Merseyside,Road vehicles,128
2014/15, ,"2014/15 Jul, Aug, Sep",Humberside,Road vehicles,50
2014/15, ,"2014/15 Jul, Aug, Sep",North Yorkshire,Road vehicles,16
2014/15, ,"2014/15 Jul, Aug, Sep",South Yorkshire,Road vehicles,110
2014/15, ,"2014/15 Jul, Aug, Sep",West Yorkshire,Road vehicles,170
2014/15, ,"2014/15 Jul, Aug, Sep",Lincolnshire,Road vehicles,28
2014/15, ,"2014/15 Jul, Aug, Sep",Derbyshire,Road vehicles,34
2014/15, ,"2014/15 Jul, Aug, Sep",Northamptonshire,Road vehicles,35
2014/15, ,"2014/15 Jul, Aug, Sep",Leicestershire,Road vehicles,48
2014/15, ,"2014/15 Jul, Aug, Sep",Nottinghamshire,Road vehicles,47
2014/15, ,"2014/15 Jul, Aug, Sep",Hereford & Worcester,Road vehicles,18
2014/15, ,"2014/15 Jul, Aug, Sep",Shropshire,Road vehicles,15
2014/15, ,"2014/15 Jul, Aug, Sep",West Midlands,Road vehicles,190
2014/15, ,"2014/15 Jul, Aug, Sep",Warwickshire,Road vehicles,20
2014/15, ,"2014/15 Jul, Aug, Sep",Staffordshire,Road vehicles,35
2014/15, ,"2014/15 Jul, Aug, Sep",Bedfordshire,Road vehicles,43
2014/15, ,"2014/15 Jul, Aug, Sep",Cambridgeshire,Road vehicles,46
2014/15, ,"2014/15 Jul, Aug, Sep",Essex,Road vehicles,66
2014/15, ,"2014/15 Jul, Aug, Sep",Hertfordshire,Road vehicles,33
2014/15, ,"2014/15 Jul, Aug, Sep",Norfolk,Road vehicles,16
2014/15, ,"2014/15 Jul, Aug, Sep",Suffolk,Road vehicles,23
2014/15, ,"2014/15 Jul, Aug, Sep",Greater London,Road vehicles,140
2014/15, ,"2014/15 Jul, Aug, Sep",Greater London,Road vehicles,108
2014/15, ,"2014/15 Jul, Aug, Sep",Buckinghamshire,Road vehicles,24
2014/15, ,"2014/15 Jul, Aug, Sep",East Sussex,Road vehicles,24
2014/15, ,"2014/15 Jul, Aug, Sep",Hampshire,Road vehicles,38
2014/15, ,"2014/15 Jul, Aug, Sep",Kent,Road vehicles,64
2014/15, ,"2014/15 Jul, Aug, Sep",Surrey,Road vehicles,17
2014/15, ,"2014/15 Jul, Aug, Sep",Isle Of Wight,Road vehicles,2
2014/15, ,"2014/15 Jul, Aug, Sep",West Sussex,Road vehicles,18
2014/15, ,"2014/15 Jul, Aug, Sep",Oxfordshire,Road vehicles,16
2014/15, ,"2014/15 Jul, Aug, Sep",Berkshire,Road vehicles,24
2014/15, ,"2014/15 Jul, Aug, Sep",Avon,Road vehicles,84
2014/15, ,"2014/15 Jul, Aug, Sep",Cornwall,Road vehicles,7
2014/15, ,"2014/15 Jul, Aug, Sep",Gloucestershire,Road vehicles,15
2014/15, ,"2014/15 Jul, Aug, Sep",Dorset & Wiltshire,Road vehicles,13
2014/15, ,"2014/15 Jul, Aug, Sep",Dorset & Wiltshire,Road vehicles,21
2014/15, ,"2014/15 Jul, Aug, Sep",Devon & Somerset,Road vehicles,35
2014/15, ,"2014/15 Oct, Nov, Dec",Cleveland,Road vehicles,40
2014/15, ,"2014/15 Oct, Nov, Dec",Durham,Road vehicles,43
2014/15, ,"2014/15 Oct, Nov, Dec",Northumberland,Road vehicles,12
2014/15, ,"2014/15 Oct, Nov, Dec",Tyne & Wear,Road vehicles,60
2014/15, ,"2014/15 Oct, Nov, Dec",Cumbria,Road vehicles,10
2014/15, ,"2014/15 Oct, Nov, Dec",Cheshire,Road vehicles,25
2014/15, ,"2014/15 Oct, Nov, Dec",Greater Manchester,Road vehicles,168
2014/15, ,"2014/15 Oct, Nov, Dec",Lancashire,Road vehicles,47
2014/15, ,"2014/15 Oct, Nov, Dec",Merseyside,Road vehicles,127
2014/15, ,"2014/15 Oct, Nov, Dec",Humberside,Road vehicles,49
2014/15, ,"2014/15 Oct, Nov, Dec",North Yorkshire,Road vehicles,14
2014/15, ,"2014/15 Oct, Nov, Dec",South Yorkshire,Road vehicles,89
2014/15, ,"2014/15 Oct, Nov, Dec",West Yorkshire,Road vehicles,164
2014/15, ,"2014/15 Oct, Nov, Dec",Lincolnshire,Road vehicles,27
2014/15, ,"2014/15 Oct, Nov, Dec",Derbyshire,Road vehicles,16
2014/15, ,"2014/15 Oct, Nov, Dec",Northamptonshire,Road vehicles,39
2014/15, ,"2014/15 Oct, Nov, Dec",Leicestershire,Road vehicles,61
2014/15, ,"2014/15 Oct, Nov, Dec",Nottinghamshire,Road vehicles,31
2014/15, ,"2014/15 Oct, Nov, Dec",Hereford & Worcester,Road vehicles,15
2014/15, ,"2014/15 Oct, Nov, Dec",Shropshire,Road vehicles,7
2014/15, ,"2014/15 Oct, Nov, Dec",West Midlands,Road vehicles,151
2014/15, ,"2014/15 Oct, Nov, Dec",Warwickshire,Road vehicles,32
2014/15, ,"2014/15 Oct, Nov, Dec",Staffordshire,Road vehicles,34
2014/15, ,"2014/15 Oct, Nov, Dec",Bedfordshire,Road vehicles,39
2014/15, ,"2014/15 Oct, Nov, Dec",Cambridgeshire,Road vehicles,27
2014/15, ,"2014/15 Oct, Nov, Dec",Essex,Road vehicles,43
2014/15, ,"2014/15 Oct, Nov, Dec",Hertfordshire,Road vehicles,28
2014/15, ,"2014/15 Oct, Nov, Dec",Norfolk,Road vehicles,26
2014/15, ,"2014/15 Oct, Nov, Dec",Suffolk,Road vehicles,10
2014/15, ,"2014/15 Oct, Nov, Dec",Greater London,Road vehicles,140
2014/15, ,"2014/15 Oct, Nov, Dec",Greater London,Road vehicles,73
2014/15, ,"2014/15 Oct, Nov, Dec",Buckinghamshire,Road vehicles,17
2014/15, ,"2014/15 Oct, Nov, Dec",East Sussex,Road vehicles,17
2014/15, ,"2014/15 Oct, Nov, Dec",Hampshire,Road vehicles,46
2014/15, ,"2014/15 Oct, Nov, Dec",Kent,Road vehicles,71
2014/15, ,"2014/15 Oct, Nov, Dec",Surrey,Road vehicles,20
2014/15, ,"2014/15 Oct, Nov, Dec",West Sussex,Road vehicles,28
2014/15, ,"2014/15 Oct, Nov, Dec",Oxfordshire,Road vehicles,21
2014/15, ,"2014/15 Oct, Nov, Dec",Berkshire,Road vehicles,28
2014/15, ,"2014/15 Oct, Nov, Dec",Avon,Road vehicles,62
2014/15, ,"2014/15 Oct, Nov, Dec",Cornwall,Road vehicles,9
2014/15, ,"2014/15 Oct, Nov, Dec",Gloucestershire,Road vehicles,18
2014/15, ,"2014/15 Oct, Nov, Dec",Dorset & Wiltshire,Road vehicles,25
2014/15, ,"2014/15 Oct, Nov, Dec",Dorset & Wiltshire,Road vehicles,7
2014/15, ,"2014/15 Oct, Nov, Dec",Devon & Somerset,Road vehicles,49
2015/16,Year ending September 2016,"2015/16 Jan, Feb, Mar",Cleveland,Road vehicles,62
2015/16,Year ending September 2016,"2015/16 Jan, Feb, Mar",Durham,Road vehicles,46
2015/16,Year ending September 2016,"2015/16 Jan, Feb, Mar",Northumberland,Road vehicles,14
2015/16,Year ending September 2016,"2015/16 Jan, Feb, Mar",Tyne & Wear,Road vehicles,114
2015/16,Year ending September 2016,"2015/16 Jan, Feb, Mar",Cumbria,Road vehicles,5
2015/16,Year ending September 2016,"2015/16 Jan, Feb, Mar",Cheshire,Road vehicles,31
2015/16,Year ending September 2016,"2015/16 Jan, Feb, Mar",Greater Manchester,Road vehicles,182
2015/16,Year ending September 2016,"2015/16 Jan, Feb, Mar",Lancashire,Road vehicles,53
2015/16,Year ending September 2016,"2015/16 Jan, Feb, Mar",Merseyside,Road vehicles,111
2015/16,Year ending September 2016,"2015/16 Jan, Feb, Mar",Humberside,Road vehicles,76
2015/16,Year ending September 2016,"2015/16 Jan, Feb, Mar",North Yorkshire,Road vehicles,10
2015/16,Year ending September 2016,"2015/16 Jan, Feb, Mar",South Yorkshire,Road vehicles,132
2015/16,Year ending September 2016,"2015/16 Jan, Feb, Mar",West Yorkshire,Road vehicles,190
2015/16,Year ending September 2016,"2015/16 Jan, Feb, Mar",Lincolnshire,Road vehicles,30
2015/16,Year ending September 2016,"2015/16 Jan, Feb, Mar",Derbyshire,Road vehicles,41
2015/16,Year ending September 2016,"2015/16 Jan, Feb, Mar",Northamptonshire,Road vehicles,48
2015/16,Year ending September 2016,"2015/16 Jan, Feb, Mar",Leicestershire,Road vehicles,60
2015/16,Year ending September 2016,"2015/16 Jan, Feb, Mar",Nottinghamshire,Road vehicles,48
2015/16,Year ending September 2016,"2015/16 Jan, Feb, Mar",Hereford & Worcester,Road vehicles,18
2015/16,Year ending September 2016,"2015/16 Jan, Feb, Mar",Shropshire,Road vehicles,9
2015/16,Year ending September 2016,"2015/16 Jan, Feb, Mar",West Midlands,Road vehicles,183
2015/16,Year ending September 2016,"2015/16 Jan, Feb, Mar",Warwickshire,Road vehicles,17
2015/16,Year ending September 2016,"2015/16 Jan, Feb, Mar",Staffordshire,Road vehicles,27
2015/16,Year ending September 2016,"2015/16 Jan, Feb, Mar",Bedfordshire,Road vehicles,38
2015/16,Year ending September 2016,"2015/16 Jan, Feb, Mar",Cambridgeshire,Road vehicles,29
2015/16,Year ending September 2016,"2015/16 Jan, Feb, Mar",Essex,Road vehicles,85
2015/16,Year ending September 2016,"2015/16 Jan, Feb, Mar",Hertfordshire,Road vehicles,29
2015/16,Year ending September 2016,"2015/16 Jan, Feb, Mar",Norfolk,Road vehicles,26
2015/16,Year ending September 2016,"2015/16 Jan, Feb, Mar",Suffolk,Road vehicles,13
2015/16,Year ending September 2016,"2015/16 Jan, Feb, Mar",Greater London,Road vehicles,118
2015/16,Year ending September 2016,"2015/16 Jan, Feb, Mar",Greater London,Road vehicles,75
2015/16,Year ending September 2016,"2015/16 Jan, Feb, Mar",Buckinghamshire,Road vehicles,22
2015/16,Year ending September 2016,"2015/16 Jan, Feb, Mar",East Sussex,Road vehicles,18
2015/16,Year ending September 2016,"2015/16 Jan, Feb, Mar",Hampshire,Road vehicles,35
2015/16,Year ending September 2016,"2015/16 Jan, Feb, Mar",Kent,Road vehicles,80
2015/16,Year ending September 2016,"2015/16 Jan, Feb, Mar",Surrey,Road vehicles,28
2015/16,Year ending September 2016,"2015/16 Jan, Feb, Mar",Isle Of Wight,Road vehicles,2
2015/16,Year ending September 2016,"2015/16 Jan, Feb, Mar",West Sussex,Road vehicles,19
2015/16,Year ending September 2016,"2015/16 Jan, Feb, Mar",Oxfordshire,Road vehicles,15
2015/16,Year ending September 2016,"2015/16 Jan, Feb, Mar",Berkshire,Road vehicles,28
2015/16,Year ending September 2016,"2015/16 Jan, Feb, Mar",Avon,Road vehicles,94
2015/16,Year ending September 2016,"2015/16 Jan, Feb, Mar",Cornwall,Road vehicles,9
2015/16,Year ending September 2016,"2015/16 Jan, Feb, Mar",Gloucestershire,Road vehicles,19
2015/16,Year ending September 2016,"2015/16 Jan, Feb, Mar",Dorset & Wiltshire,Road vehicles,15
2015/16,Year ending September 2016,"2015/16 Jan, Feb, Mar",Dorset & Wiltshire,Road vehicles,8
2015/16,Year ending September 2016,"2015/16 Jan, Feb, Mar",Devon & Somerset,Road vehicles,46
2015/16, ,"2015/16 Apr, May, Jun",Cleveland,Road vehicles,40
2015/16, ,"2015/16 Apr, May, Jun",Durham,Road vehicles,33
2015/16, ,"2015/16 Apr, May, Jun",Northumberland,Road vehicles,12
2015/16, ,"2015/16 Apr, May, Jun",Tyne & Wear,Road vehicles,76
2015/16, ,"2015/16 Apr, May, Jun",Cumbria,Road vehicles,15
2015/16, ,"2015/16 Apr, May, Jun",Cheshire,Road vehicles,21
2015/16, ,"2015/16 Apr, May, Jun",Greater Manchester,Road vehicles,152
2015/16, ,"2015/16 Apr, May, Jun",Lancashire,Road vehicles,49
2015/16, ,"2015/16 Apr, May, Jun",Merseyside,Road vehicles,127
2015/16, ,"2015/16 Apr, May, Jun",Humberside,Road vehicles,46
2015/16, ,"2015/16 Apr, May, Jun",North Yorkshire,Road vehicles,15
2015/16, ,"2015/16 Apr, May, Jun",South Yorkshire,Road vehicles,97
2015/16, ,"2015/16 Apr, May, Jun",West Yorkshire,Road vehicles,171
2015/16, ,"2015/16 Apr, May, Jun",Lincolnshire,Road vehicles,26
2015/16, ,"2015/16 Apr, May, Jun",Derbyshire,Road vehicles,23
2015/16, ,"2015/16 Apr, May, Jun",Northamptonshire,Road vehicles,45
2015/16, ,"2015/16 Apr, May, Jun",Leicestershire,Road vehicles,47
2015/16, ,"2015/16 Apr, May, Jun",Nottinghamshire,Road vehicles,45
2015/16, ,"2015/16 Apr, May, Jun",Hereford & Worcester,Road vehicles,16
2015/16, ,"2015/16 Apr, May, Jun",Shropshire,Road vehicles,11
2015/16, ,"2015/16 Apr, May, Jun",West Midlands,Road vehicles,174
2015/16, ,"2015/16 Apr, May, Jun",Warwickshire,Road vehicles,25
2015/16, ,"2015/16 Apr, May, Jun",Staffordshire,Road vehicles,29
2015/16, ,"2015/16 Apr, May, Jun",Bedfordshire,Road vehicles,29
2015/16, ,"2015/16 Apr, May, Jun",Cambridgeshire,Road vehicles,28
2015/16, ,"2015/16 Apr, May, Jun",Essex,Road vehicles,61
2015/16, ,"2015/16 Apr, May, Jun",Hertfordshire,Road vehicles,27
2015/16, ,"2015/16 Apr, May, Jun",Norfolk,Road vehicles,25
2015/16, ,"2015/16 Apr, May, Jun",Suffolk,Road vehicles,13
2015/16, ,"2015/16 Apr, May, Jun",Greater London,Road vehicles,141
2015/16, ,"2015/16 Apr, May, Jun",Greater London,Road vehicles,88
2015/16, ,"2015/16 Apr, May, Jun",Buckinghamshire,Road vehicles,18
2015/16, ,"2015/16 Apr, May, Jun",East Sussex,Road vehicles,19
2015/16, ,"2015/16 Apr, May, Jun",Hampshire,Road vehicles,43
2015/16, ,"2015/16 Apr, May, Jun",Kent,Road vehicles,76
2015/16, ,"2015/16 Apr, May, Jun",Surrey,Road vehicles,22
2015/16, ,"2015/16 Apr, May, Jun",West Sussex,Road vehicles,16
2015/16, ,"2015/16 Apr, May, Jun",Oxfordshire,Road vehicles,16
2015/16, ,"2015/16 Apr, May, Jun",Berkshire,Road vehicles,20
2015/16, ,"2015/16 Apr, May, Jun",Avon,Road vehicles,71
2015/16, ,"2015/16 Apr, May, Jun",Cornwall,Road vehicles,18
2015/16, ,"2015/16 Apr, May, Jun",Gloucestershire,Road vehicles,10
2015/16, ,"2015/16 Apr, May, Jun",Dorset & Wiltshire,Road vehicles,13
2015/16, ,"2015/16 Apr, May, Jun",Dorset & Wiltshire,Road vehicles,5
2015/16, ,"2015/16 Apr, May, Jun",Devon & Somerset,Road vehicles,41
2015/16, ,"2015/16 Jul, Aug, Sep",Cleveland,Road vehicles,56
2015/16, ,"2015/16 Jul, Aug, Sep",Durham,Road vehicles,49
2015/16, ,"2015/16 Jul, Aug, Sep",Northumberland,Road vehicles,15
2015/16, ,"2015/16 Jul, Aug, Sep",Tyne & Wear,Road vehicles,85
2015/16, ,"2015/16 Jul, Aug, Sep",Cumbria,Road vehicles,11
2015/16, ,"2015/16 Jul, Aug, Sep",Cheshire,Road vehicles,30
2015/16, ,"2015/16 Jul, Aug, Sep",Greater Manchester,Road vehicles,175
2015/16, ,"2015/16 Jul, Aug, Sep",Lancashire,Road vehicles,61
2015/16, ,"2015/16 Jul, Aug, Sep",Merseyside,Road vehicles,115
2015/16, ,"2015/16 Jul, Aug, Sep",Humberside,Road vehicles,65
2015/16, ,"2015/16 Jul, Aug, Sep",North Yorkshire,Road vehicles,12
2015/16, ,"2015/16 Jul, Aug, Sep",South Yorkshire,Road vehicles,130
2015/16, ,"2015/16 Jul, Aug, Sep",West Yorkshire,Road vehicles,190
2015/16, ,"2015/16 Jul, Aug, Sep",Lincolnshire,Road vehicles,24
2015/16, ,"2015/16 Jul, Aug, Sep",Derbyshire,Road vehicles,28
2015/16, ,"2015/16 Jul, Aug, Sep",Northamptonshire,Road vehicles,43
2015/16, ,"2015/16 Jul, Aug, Sep",Leicestershire,Road vehicles,58
2015/16, ,"2015/16 Jul, Aug, Sep",Nottinghamshire,Road vehicles,54
2015/16, ,"2015/16 Jul, Aug, Sep",Hereford & Worcester,Road vehicles,23
2015/16, ,"2015/16 Jul, Aug, Sep",Shropshire,Road vehicles,3
2015/16, ,"2015/16 Jul, Aug, Sep",West Midlands,Road vehicles,176
2015/16, ,"2015/16 Jul, Aug, Sep",Warwickshire,Road vehicles,40
2015/16, ,"2015/16 Jul, Aug, Sep",Staffordshire,Road vehicles,47
2015/16, ,"2015/16 Jul, Aug, Sep",Bedfordshire,Road vehicles,45
2015/16, ,"2015/16 Jul, Aug, Sep",Cambridgeshire,Road vehicles,36
2015/16, ,"2015/16 Jul, Aug, Sep",Essex,Road vehicles,66
2015/16, ,"2015/16 Jul, Aug, Sep",Hertfordshire,Road vehicles,31
2015/16, ,"2015/16 Jul, Aug, Sep",Norfolk,Road vehicles,26
2015/16, ,"2015/16 Jul, Aug, Sep",Suffolk,Road vehicles,25
2015/16, ,"2015/16 Jul, Aug, Sep",Greater London,Road vehicles,129
2015/16, ,"2015/16 Jul, Aug, Sep",Greater London,Road vehicles,87
2015/16, ,"2015/16 Jul, Aug, Sep",Buckinghamshire,Road vehicles,23
2015/16, ,"2015/16 Jul, Aug, Sep",East Sussex,Road vehicles,23
2015/16, ,"2015/16 Jul, Aug, Sep",Hampshire,Road vehicles,54
2015/16, ,"2015/16 Jul, Aug, Sep",Kent,Road vehicles,66
2015/16, ,"2015/16 Jul, Aug, Sep",Surrey,Road vehicles,21
2015/16, ,"2015/16 Jul, Aug, Sep",West Sussex,Road vehicles,16
2015/16, ,"2015/16 Jul, Aug, Sep",Oxfordshire,Road vehicles,22
2015/16, ,"2015/16 Jul, Aug, Sep",Berkshire,Road vehicles,30
2015/16, ,"2015/16 Jul, Aug, Sep",Avon,Road vehicles,105
2015/16, ,"2015/16 Jul, Aug, Sep",Cornwall,Road vehicles,13
2015/16, ,"2015/16 Jul, Aug, Sep",Gloucestershire,Road vehicles,15
2015/16, ,"2015/16 Jul, Aug, Sep",Dorset & Wiltshire,Road vehicles,25
2015/16, ,"2015/16 Jul, Aug, Sep",Dorset & Wiltshire,Road vehicles,14
2015/16, ,"2015/16 Jul, Aug, Sep",Devon & Somerset,Road vehicles,30
2015/16,Year ending September 2016,"2015/16 Oct, Nov, Dec",Cleveland,Road vehicles,41
2015/16,Year ending September 2016,"2015/16 Oct, Nov, Dec",Durham,Road vehicles,75
2015/16,Year ending September 2016,"2015/16 Oct, Nov, Dec",Northumberland,Road vehicles,13
2015/16,Year ending September 2016,"2015/16 Oct, Nov, Dec",Tyne & Wear,Road vehicles,76
2015/16,Year ending September 2016,"2015/16 Oct, Nov, Dec",Cumbria,Road vehicles,10
2015/16,Year ending September 2016,"2015/16 Oct, Nov, Dec",Cheshire,Road vehicles,38
2015/16,Year ending September 2016,"2015/16 Oct, Nov, Dec",Greater Manchester,Road vehicles,197
2015/16,Year ending September 2016,"2015/16 Oct, Nov, Dec",Lancashire,Road vehicles,61
2015/16,Year ending September 2016,"2015/16 Oct, Nov, Dec",Merseyside,Road vehicles,171
2015/16,Year ending September 2016,"2015/16 Oct, Nov, Dec",Humberside,Road vehicles,75
